,year,population,gdp,electricity_generation,primary_energy_consumption,renewables_electricity
19987,1973,441555.0,15523947520.0,,20.293,0.0
19988,1974,491963.0,20552257536.0,,22.296,0.0
19989,1975,543410.0,21211678720.0,,23.859,0.0
19990,1976,614187.0,24401131520.0,,30.19,0.0
19991,1977,706870.0,28656111616.0,,49.632,0.0
19992,1978,805241.0,27984656384.0,,57.501,0.0
19993,1979,908463.0,34949636096.0,,67.56,0.0
19994,1980,1014058.0,44180586496.0,,108.156,0.0
19995,1981,1100189.0,45416116224.0,,125.928,0.0
19996,1982,1167859.0,41674108928.0,,135.966,0.0
19997,1983,1237582.0,39582306304.0,,130.515,0.0
19998,1984,1308339.0,41273712640.0,,162.547,0.0
19999,1985,1379543.0,40307253248.0,12.185,201.634,0.0
20000,1986,1468701.0,31750852608.0,12.815,244.387,0.0
20001,1987,1575913.0,32884649984.0,13.658,273.077,0.0
20002,1988,1683687.0,32803829760.0,14.84,301.883,0.0
20003,1989,1791848.0,36287311872.0,15.612,340.165,0.0
20004,1990,1900160.0,40641368064.0,17.081,344.953,0.0
20005,1991,2008390.0,,17.222,420.837,0.0
20006,1992,2116235.0,,18.689,406.696,0.0
20007,1993,2223289.0,55476445184.0,21.73,423.47,0.0
20008,1994,2329034.0,64932859904.0,23.736,464.674,0.0
20009,1995,2434001.0,75357175808.0,24.982,484.871,0.0
20010,1996,2572739.0,86335651840.0,26.572,499.688,0.0
20011,1997,2746127.0,101840109568.0,28.464,521.456,0.0
20012,1998,2921135.0,111460818944.0,33.392,534.113,0.0
20013,1999,3097572.0,125528113152.0,37.126,538.369,0.0
20014,2000,3275338.0,153035276288.0,39.94,535.782,0.0
20015,2001,3454204.0,169106472960.0,43.17,541.566,0.0
20016,2002,3633665.0,187898953728.0,46.85,591.693,0.0
20017,2003,3813452.0,221794893824.0,49.45,631.155,0.0
20018,2004,3993346.0,263839399936.0,52.41,675.065,0.0
20019,2005,4280995.0,300624052224.0,60.7,704.598,0.0
20020,2006,4898956.0,359086686208.0,62.43,741.293,0.0
20021,2007,5872640.0,403039420416.0,78.76,818.361,0.0
20022,2008,6988687.0,452209115136.0,80.46,938.401,0.0
20023,2009,7992658.0,465464623104.0,85.7,925.575,0.01
20024,2010,8481775.0,513346961408.0,93.95,972.492,0.02
20025,2011,8575210.0,583589888000.0,99.13,1020.931,0.02
20026,2012,8664976.0,623215050752.0,106.21,1074.1,0.02
20027,2013,8751853.0,650352197632.0,110.0,1133.245,0.09
20028,2014,8835957.0,668160032768.0,116.54,1130.877,0.31
20029,2015,8916909.0,691538493440.0,127.38,1229.609,0.3
20030,2016,8994266.0,709426085888.0,129.61,1278.223,0.32
20031,2017,9068297.0,726264709120.0,134.57,1229.672,0.75
20032,2018,9140172.0,734906220544.0,136.01,1213.716,1.2
20033,2019,9211660.0,,138.46,1242.454,3.66
20034,2020,9287286.0,,137.31,1170.882,5.18
20035,2021,9365149.0,,149.02,1309.517,6.25
20036,2022,9441138.0,,154.74,1402.732,6.97
20037,1900,41089602.0,312531058688.0,,,
20038,1901,41459153.0,312199610368.0,,,
20039,1902,41827091.0,319853068288.0,,,
20040,1903,42193357.0,316084584448.0,,,
20041,1904,42562831.0,317665017856.0,,,
20042,1905,42935539.0,326784548864.0,,,
20043,1906,43311511.0,337435295744.0,,,
20044,1907,43690776.0,343554129920.0,,,
20045,1908,44073361.0,329209151488.0,,,
20046,1909,44417852.0,336437641216.0,,,
20047,1910,44723743.0,346661683200.0,,,
20048,1911,44990527.0,356440244224.0,,,
20049,1912,45217688.0,361318416384.0,,,
20050,1913,45404707.0,374869590016.0,,,
20051,1914,45592500.0,374424403968.0,,,
20052,1915,45781070.0,400331276288.0,,,
20053,1916,45970420.0,404764819456.0,,,
20054,1917,46160552.0,403910295552.0,,,
20055,1918,46352692.0,401942249472.0,,,
20056,1919,46487478.0,353891057664.0,,,
20057,1920,46564792.0,328542945280.0,,,
20058,1921,46584515.0,299337023488.0,,,
20059,1922,46546526.0,327953448960.0,,,
20060,1923,46450703.0,338349850624.0,,,
20061,1924,46355077.0,352313245696.0,,,
20062,1925,46259648.0,369438752768.0,,,
20063,1926,46164416.0,355885383680.0,,,
20064,1927,46069379.0,384535592960.0,,,
20065,1928,45974538.0,389190549504.0,,,
20066,1929,45944804.0,400634773504.0,,,
20067,1930,45980369.0,397795819520.0,,,
20068,1931,46081427.0,377346064384.0,,,
20069,1932,46248173.0,380224995328.0,,,
20070,1933,46480802.0,391279706112.0,,,
20071,1934,46714602.0,417147387904.0,,,
20072,1935,46949578.0,433247780864.0,,,
20073,1936,47185735.0,452919230464.0,,,
20074,1937,47423081.0,468681293824.0,,,
20075,1938,47661620.0,474370080768.0,,,
20076,1939,47890226.0,479046172672.0,,,
20077,1940,48108804.0,527013740544.0,,,
20078,1941,48317261.0,575024005120.0,,,
20079,1942,48515502.0,589318389760.0,,,
20080,1943,48703433.0,602251395072.0,,,
20081,1944,48892093.0,578535817216.0,,,
20082,1945,49081483.0,553149923328.0,,,
20083,1946,49271606.0,529131962368.0,,,
20084,1947,49462466.0,521286516736.0,,,
20085,1948,49654066.0,537800540160.0,,,
20086,1949,49851583.0,557859471360.0,,,
20087,1950,50055068.0,554454745088.0,,,
20088,1951,50271908.0,570992689152.0,,,
20089,1952,50484812.0,570010304512.0,,,
20090,1953,50728620.0,592393404416.0,,,
20091,1954,50969936.0,616540930048.0,,,
20092,1955,51193272.0,638913806336.0,,,
20093,1956,51421616.0,646914572288.0,,,
20094,1957,51682404.0,657223974912.0,,,
20095,1958,51960820.0,655877079040.0,,,
20096,1959,52241648.0,682390126592.0,,,
20097,1960,52543024.0,721686167552.0,,,
20098,1961,52861256.0,745529212928.0,,,
20099,1962,53183636.0,753069260800.0,,,
20100,1963,53508520.0,782013366272.0,,,
20101,1964,53861504.0,823416717312.0,,,
20102,1965,54229568.0,844870778880.0,,2316.225,4.612
20103,1966,54560504.0,861009739776.0,,2327.5,4.536
20104,1967,54876360.0,880333291520.0,,2328.214,4.885
20105,1968,55169252.0,916165885952.0,,2411.424,3.722
20106,1969,55420524.0,932854038528.0,,2498.73,3.256
20107,1970,55650160.0,954756366336.0,,2551.043,4.536
20108,1971,55875904.0,975018065920.0,,2503.85,3.373
20109,1972,56057324.0,1009534173184.0,,2540.698,3.373
20110,1973,56166632.0,1077433270272.0,,2667.083,3.838
20111,1974,56233776.0,1062802292736.0,,2533.179,4.071
20112,1975,56266852.0,1061564055552.0,,2388.249,3.838
20113,1976,56263232.0,1085394059264.0,,2437.358,4.536
20114,1977,56244844.0,1108973453312.0,,2482.948,3.954
20115,1978,56240768.0,1148502802432.0,,2497.193,4.071
20116,1979,56265152.0,1180113305600.0,,2614.039,4.303
20117,1980,56326328.0,1160744140800.0,,2381.125,3.954
20118,1981,56395848.0,1145637961728.0,,2315.192,4.419
20119,1982,56450132.0,1163414863872.0,,2285.169,4.536
20120,1983,56501616.0,1204671086592.0,,2294.409,4.536
20121,1984,56568252.0,1234772426752.0,,2293.416,4.537
20122,1985,56643040.0,1278428446720.0,298.089,2390.726,3.955
20123,1986,56721912.0,1334598565888.0,301.071,2457.055,4.769
20124,1987,56826320.0,1398100983808.0,302.112,2452.936,4.187
20125,1988,56952648.0,1467801403392.0,308.825,2485.687,4.886
20126,1989,57076096.0,1499837497344.0,314.585,2488.692,4.777
20127,1990,57210444.0,1505692221440.0,317.76,2508.394,5.82
20128,1991,57359452.0,1487460892672.0,321.34,2561.217,5.32
20129,1992,57509240.0,1491383222272.0,319.34,2545.327,6.4
20130,1993,57647464.0,1527375331328.0,321.67,2574.725,5.72
20131,1994,57785900.0,1585210327040.0,325.02,2543.823,6.95
20132,1995,57930364.0,1623418994688.0,332.48,2552.545,6.87
20133,1996,58078584.0,1663252430848.0,349.32,2676.295,5.68
20134,1997,58250192.0,1713664294912.0,349.19,2629.999,6.95
20135,1998,58438320.0,1766690914304.0,361.08,2651.819,8.65
20136,1999,58635204.0,1822988828672.0,365.25,2639.632,9.62
20137,2000,58850044.0,1889457799168.0,377.06,2664.474,9.91
20138,2001,59092016.0,1939162398720.0,384.77,2692.175,9.54
20139,2002,59355688.0,1983811813376.0,387.24,2631.41,11.12
20140,2003,59649800.0,2050645557248.0,398.21,2669.371,10.69
20141,2004,59995852.0,2100502593536.0,393.92,2691.21,14.14
20142,2005,60383740.0,2160945659904.0,398.35,2713.482,16.93
20143,2006,60803700.0,2212969054208.0,397.27,2678.878,18.1
20144,2007,61260680.0,2267379924992.0,396.81,2604.628,19.68
20145,2008,61742152.0,2251038392320.0,388.96,2559.33,21.94
20146,2009,62243384.0,2151646494720.0,376.76,2430.017,25.24
20147,2010,62760048.0,2190775025664.0,382.06,2481.533,26.18
20148,2011,63286360.0,2221719158784.0,367.97,2342.043,35.2
20149,2012,63808728.0,2250912301056.0,363.87,2379.613,41.24
20150,2013,64302296.0,2293924888576.0,358.28,2371.596,53.21
20151,2014,64773504.0,2363952726016.0,338.08,2240.112,64.51
20152,2015,65224368.0,2415783051264.0,338.87,2275.699,83.36
20153,2016,65655204.0,2460057337856.0,339.18,2251.756,83.01
20154,2017,66064808.0,2506603626496.0,338.22,2252.731,98.89
20155,2018,66432996.0,2540210225152.0,332.73,2243.542,110.01
20156,2019,66778660.0,,323.89,2196.601,119.6
20157,2020,67059472.0,,312.02,1973.261,134.5
20158,2021,67281040.0,,308.65,1999.378,122.18
20159,2022,67508936.0,,326.09,2031.876,134.95
20160,1900,74829905.0,613998133248.0,,,
20161,1901,76245912.0,683106041856.0,,,
20162,1902,77698268.0,690126913536.0,,,
20163,1903,79187838.0,723766345728.0,,,
20164,1904,80705948.0,714621845504.0,,,
20165,1905,82253148.0,767532728320.0,,,
20166,1906,83829992.0,855994269696.0,,,
20167,1907,85437050.0,869070536704.0,,,
20168,1908,87074899.0,799355568128.0,,,
20169,1909,88647362.0,890110017536.0,,,
20170,1910,90151889.0,893975396352.0,,,
20171,1911,91585865.0,917451767808.0,,,
20172,1912,92946603.0,954787430400.0,,,
20173,1913,94231351.0,986598473728.0,,,
20174,1914,95533839.0,905134473216.0,,,
20175,1915,96854312.0,925041164288.0,,,
20176,1916,98193018.0,1046397583360.0,,,
20177,1917,99550208.0,1014196338688.0,,,
20178,1918,100970120.0,1099047305216.0,,,
20179,1919,102419259.0,1102169636864.0,,,
20180,1920,103898175.0,1085154983936.0,,,
20181,1921,105407425.0,1054213668864.0,,,
20182,1922,106947578.0,1105913446400.0,,,
20183,1923,108519213.0,1244263743488.0,,,
20184,1924,110113945.0,1274653966336.0,,,
20185,1925,111732111.0,1296540106752.0,,,
20186,1926,113374057.0,1372770926592.0,,,
20187,1927,115040131.0,1378144616448.0,,,
20188,1928,116730690.0,1385247277056.0,,,
20189,1929,118261782.0,1461345452032.0,,,
20190,1930,119629770.0,1322627104768.0,,,
20191,1931,120830953.0,1237725741056.0,,,
20192,1932,121861566.0,1051216969728.0,,,
20193,1933,122717780.0,1015524950016.0,,,
20194,1934,123580010.0,1100529926144.0,,,
20195,1935,124448298.0,1237782364160.0,,,
20196,1936,125322686.0,1359902408704.0,,,
20197,1937,126203219.0,1462308700160.0,,,
20198,1938,127089938.0,1373407805440.0,,,
20199,1939,128160070.0,1469481091072.0,,,
20200,1940,129417367.0,1592319803392.0,,,
20201,1941,130865641.0,1815098687488.0,,,
20202,1942,132508765.0,2013171023872.0,,,
20203,1943,134350677.0,2203245346816.0,,,
20204,1944,136218191.0,2361835651072.0,,,
20205,1945,138111665.0,2314667556864.0,,,
20206,1946,140031458.0,2103900897280.0,,,
20207,1947,141977937.0,2070709141504.0,,,
20208,1948,143951473.0,2168923226112.0,,,
20209,1949,146051521.0,2126235566080.0,,,
20210,1950,148281552.0,2320610099200.0,,,
20211,1951,150598448.0,2497407877120.0,,,
20212,1952,152941728.0,2590801657856.0,,,
20213,1953,155451200.0,2709832597504.0,,,
20214,1954,158205872.0,2691885432832.0,,,
20215,1955,161136448.0,2882221375488.0,,,
20216,1956,164063408.0,2938405388288.0,,,
20217,1957,166949120.0,2993553408000.0,,,
20218,1958,170147104.0,2963550502912.0,,,
20219,1959,173324608.0,3183156920320.0,,,
20220,1960,176188576.0,3262376312832.0,,,
20221,1961,179087280.0,3338583932928.0,,,
20222,1962,181917808.0,3539745112064.0,,,
20223,1963,184649872.0,3692868403200.0,,,
20224,1964,187277376.0,3906859958272.0,,,
20225,1965,189703280.0,4156141076480.0,,14439.701,
20226,1966,191830976.0,4428300025856.0,,15247.362,
20227,1967,193782432.0,4538979319808.0,,15778.539,
20228,1968,195743424.0,4754925682688.0,,16719.385,
20229,1969,197859328.0,4903769997312.0,,17583.422,
20230,1970,200328336.0,4912635707392.0,,18205.84,
20231,1971,202907920.0,5065682190336.0,,18589.008,
20232,1972,205238384.0,5334296952832.0,,19514.082,
20233,1973,207314768.0,5637203296256.0,,20339.795,
20234,1974,209277968.0,5621366128640.0,,19842.607,
20235,1975,211274544.0,5605795299328.0,,19319.48,
20236,1976,213270032.0,5899591090176.0,,20376.508,
20237,1977,215437408.0,6166912434176.0,,20895.646,
20238,1978,217881440.0,6518624223232.0,,21359.291,
20239,1979,220463104.0,6740172079104.0,,21584.4,
20240,1980,223140016.0,6743208230912.0,,20751.957,
20241,1981,225654000.0,6911865389056.0,,20138.094,
20242,1982,228001424.0,6782206869504.0,,19318.139,
20243,1983,230389968.0,7066236747776.0,,19250.529,368.488
20244,1984,232766288.0,7581108011008.0,,20235.688,363.194
20245,1985,235146176.0,7874871820288.0,2657.15,20184.246,323.592
20246,1986,237512784.0,8146027806720.0,2676.113,20371.967,335.695
20247,1987,239853168.0,8432566927360.0,2772.205,21056.055,298.09
20248,1988,242287808.0,8787203194880.0,2914.446,22014.887,270.789
20249,1989,244954096.0,9091291283456.0,3155.45,22548.131,325.965
20250,1990,248083728.0,9250378088448.0,3232.78,22606.611,352.928
20251,1991,251560192.0,9243499429888.0,3270.724,22576.309,351.337
20252,1992,255175328.0,9572148314112.0,3284.39,22909.344,319.567
20253,1993,258779760.0,9834941382656.0,3404.678,23390.023,349.687
20254,1994,262273584.0,10232022433792.0,3458.526,23820.387,329.68
20255,1995,265660560.0,10510263123968.0,3567.331,24340.916,378.196
20256,1996,268984352.0,10909166600192.0,3663.386,25161.398,416.184
20257,1997,272395424.0,11398757220352.0,3716.377,25350.254,425.647
20258,1998,275835008.0,11906028929024.0,3855.808,25512.498,391.287
20259,1999,279181568.0,12463818932224.0,3936.098,25965.105,388.135
20260,2000,282398560.0,12973842104320.0,3802.1,26545.426,350.93
20261,2001,285470496.0,13100471287808.0,3727.57,25912.779,280.06
20262,2002,288350240.0,13334491430912.0,3844.23,26297.848,336.34
20263,2003,291109824.0,13708808945664.0,3868.94,26380.113,349.18
20264,2004,293947872.0,14227881328640.0,3951.95,26897.549,345.14
20265,2005,296842656.0,14703731408896.0,4034.99,26910.133,353.04
20266,2006,299753088.0,15095884152832.0,4046.94,26698.119,381.16
20267,2007,302743392.0,15364464312320.0,4142.57,27063.787,347.91
20268,2008,305694912.0,15319731011584.0,4107.53,26405.514,377.11
20269,2009,308512032.0,14894294368256.0,3939.82,25105.531,415.56
20270,2010,311182848.0,15270622003200.0,4113.94,25951.863,424.48
20271,2011,313876608.0,15509302018048.0,4088.87,25726.066,509.74
20272,2012,316651328.0,15849635184640.0,4040.67,25047.863,492.32
20273,2013,319375168.0,16108428984320.0,4055.61,25727.75,520.38
20274,2014,322033952.0,16482662612992.0,4096.01,25996.219,546.83
20275,2015,324607776.0,16902578503680.0,4083.99,25747.033,556.49
20276,2016,327210208.0,17162557194240.0,4087.56,25723.152,624.91
20277,2017,329791232.0,17596283879424.0,4052.31,25819.029,707.19
20278,2018,332140032.0,18140645818368.0,4201.55,26764.953,733.17
20279,2019,334319680.0,,4158.38,26574.742,760.76
20280,2020,335942016.0,,4043.18,24603.098,821.4
20281,2021,336997632.0,,4153.62,25945.025,861.58
20282,2022,338289856.0,,4286.91,26641.771,958.15
20283,1980,,,,,
20284,1981,,,,,
20285,1982,,,,,
20286,1983,,,,,
20287,1984,,,,,
20288,1985,,,,,
20289,1986,,,,,
20290,1987,,,,,
20291,1988,,,,,
20292,1989,,,,,
20293,1990,,,,,
20294,1991,,,,,
20295,1992,,,,,
20296,1993,,,,,
20297,1994,,,,,
20298,1995,,,,,
20299,1996,,,,,
20300,1997,,,,,
20301,1998,,,,,
20302,1999,,,,,
20303,2000,,,,,
20304,2001,,,,,
20305,2002,,,,,
20306,2003,,,,,
20307,2004,,,,,
20308,2005,,,,,
20309,2006,,,,,
20310,2007,,,,,
20311,2008,,,,,
20312,2009,,,,,
20313,2010,,,,,
20314,2011,,,,,
20315,2012,,,,,
20316,2013,,,,,
20317,2014,,,,,
20318,2015,,,,,
20319,2016,,,,,
20320,1980,,,,,
20321,1981,,,,,
20322,1982,,,,,
20323,1983,,,,,
20324,1984,,,,,
20325,1985,,,,,
20326,1986,,,,,
20327,1987,,,,,
20328,1988,,,,,
20329,1989,,,,,
20330,1990,,,,,
20331,1991,,,,,
20332,1992,,,,,
20333,1993,,,,,
20334,1994,,,,,
20335,1995,,,,,
20336,1996,,,,,
20337,1997,,,,,
20338,1998,,,,,
20339,1999,,,,,
20340,2000,,,,,
20341,2001,,,,,
20342,2002,,,,,
20343,2003,,,,,
20344,2004,,,,,
20345,2005,,,,,
20346,2006,,,,,
20347,2007,,,,,
20348,2008,,,,,
20349,2009,,,,,
20350,2010,,,,,
20351,2011,,,,,
20352,2012,,,,,
20353,2013,,,,,
20354,2014,,,,,
20355,2015,,,,,
20356,2016,,,,,
20357,1980,96654.0,,,12.497,
20358,1981,98168.0,,,12.463,
20359,1982,99412.0,,,12.463,
20360,1983,100557.0,,,12.463,
20361,1984,101460.0,,,12.497,
20362,1985,101923.0,,,12.463,
20363,1986,101934.0,,,12.463,
20364,1987,101593.0,,,12.514,
20365,1988,101129.0,,,12.235,
20366,1989,100760.0,,,12.187,
20367,1990,100699.0,,,12.176,
20368,1991,100991.0,,,12.239,
20369,1992,101546.0,,,12.412,
20370,1993,102157.0,,,12.603,
20371,1994,102653.0,,,12.259,
20372,1995,103468.0,,,12.092,
20373,1996,104648.0,,,11.952,
20374,1997,105801.0,,,11.927,
20375,1998,106879.0,,,11.96,
20376,1999,107842.0,,,12.303,
20377,2000,108199.0,,1.02,38.923,0.0
20378,2001,108019.0,,0.97,56.341,0.0
20379,2002,107742.0,,0.98,55.748,0.0
20380,2003,107303.0,,0.98,65.644,0.0
20381,2004,106758.0,,0.99,67.301,0.0
20382,2005,106499.0,,0.85,65.833,0.0
20383,2006,106531.0,,0.86,70.048,0.0
20384,2007,106524.0,,0.87,65.392,0.0
20385,2008,106493.0,,0.84,37.898,0.0
20386,2009,106476.0,,0.87,33.08,0.0
20387,2010,106154.0,,0.82,29.931,0.0
20388,2011,105491.0,,0.79,19.817,0.0
20389,2012,104780.0,,0.78,11.355,0.0
20390,2013,104070.0,,0.73,5.951,0.0
20391,2014,103393.0,,0.7,12.162,0.01
20392,2015,102808.0,,0.69,12.055,0.01
20393,2016,102330.0,,0.68,9.98,0.01
20394,2017,101860.0,,0.53,9.937,0.01
20395,2018,101377.0,,0.61,9.955,0.01
20396,2019,100837.0,,0.62,9.954,0.01
20397,2020,100452.0,,0.64,9.299,0.01
20398,2021,100100.0,,0.7,9.807,0.02
20399,1900,583201004.0,,,,
20400,1901,587516595.0,,,,
20401,1902,591936931.0,,,,
20402,1903,596456543.0,,,,
20403,1904,601025792.0,,,,
20404,1905,605645547.0,,,,
20405,1906,610316677.0,,,,
20406,1907,615040092.0,,,,
20407,1908,619816715.0,,,,
20408,1909,625004315.0,,,,
20409,1910,630617596.0,,,,
20410,1911,636613223.0,,,,
20411,1912,643077189.0,,,,
20412,1913,649981476.0,,,,
20413,1914,656977060.0,,,,
20414,1915,664065231.0,,,,
20415,1916,671247305.0,,,,
20416,1917,678524631.0,,,,
20417,1918,686004483.0,,,,
20418,1919,693028946.0,,,,
20419,1920,699600332.0,,,,
20420,1921,705685070.0,,,,
20421,1922,711303296.0,,,,
20422,1923,716439280.0,,,,
20423,1924,721641527.0,,,,
20424,1925,726911275.0,,,,
20425,1926,732249783.0,,,,
20426,1927,737658367.0,,,,
20427,1928,743138337.0,,,,
20428,1929,748896542.0,,,,
20429,1930,754945969.0,,,,
20430,1931,761256523.0,,,,
20431,1932,767862643.0,,,,
20432,1933,774755700.0,,,,
20433,1934,781732313.0,,,,
20434,1935,788793733.0,,,,
20435,1936,795941224.0,,,,
20436,1937,803176089.0,,,,
20437,1938,810499651.0,,,,
20438,1939,818002777.0,,,,
20439,1940,825707448.0,,,,
20440,1941,833584339.0,,,,
20441,1942,841681991.0,,,,
20442,1943,849997629.0,,,,
20443,1944,858452325.0,,,,
20444,1945,867049348.0,,,,
20445,1946,875792047.0,,,,
20446,1947,884683907.0,,,,
20447,1948,893728488.0,,,,
20448,1949,904775827.0,,,,
20449,1950,918865980.0,,,,
20450,1951,936488346.0,,,,
20451,1952,956135860.0,,,,
20452,1953,977180204.0,,,,
20453,1954,998585321.0,,,,
20454,1955,1021053483.0,,,,
20455,1956,1043522165.0,,,,
20456,1957,1067110863.0,,,,
20457,1958,1090929731.0,,,,
20458,1959,1109551013.0,,,,
20459,1960,1122079651.0,,,,
20460,1961,1134055566.0,,,,
20461,1962,1154442670.0,,,,
20462,1963,1184787557.0,,,,
20463,1964,1216528861.0,,,,
20464,1965,1246756365.0,,,10353.998,152.736
20465,1966,1276824449.0,,,11043.702,168.373
20466,1967,1305914467.0,,,11342.562,165.74
20467,1968,1336327932.0,,,11825.773,189.987
20468,1969,1368462120.0,,,12645.404,206.259
20469,1970,1400588420.0,,,13755.731,227.983
20470,1971,1432397676.0,,,14800.774,240.298
20471,1972,1463253261.0,,,15710.448,251.99
20472,1973,1493577365.0,,,16644.377,266.438
20473,1974,1522998449.0,,,17524.49,295.516
20474,1975,1550620448.0,,,18628.025,303.486
20475,1976,1577158789.0,,,19532.236,332.675
20476,1977,1602899568.0,,,20649.656,361.856
20477,1978,1627539626.0,,,21848.898,391.348
20478,1979,1652710622.0,,,22651.939,424.292
20479,1980,1679054459.0,,,23256.941,462.726
20480,1981,1706088992.0,,,23670.275,486.808
20481,1982,1734572338.0,,,24462.861,499.225
20482,1983,1763046849.0,,,25169.371,526.834
20483,1984,1790931059.0,,,26385.309,579.394
20484,1985,1819847676.0,,2225.633,23305.039,568.11
20485,1986,1850542202.0,,2349.553,24133.873,583.049
20486,1987,1883081918.0,,2484.204,25247.316,608.398
20487,1988,1915432562.0,,2592.76,26292.164,643.323
20488,1989,1946975318.0,,2676.511,26815.975,651.773
20489,1990,1978674629.0,,2745.377,26973.557,681.343
20490,1991,2007371520.0,,2815.786,27295.121,696.586
20491,1992,2031690983.0,,2858.041,27569.699,721.695
20492,1993,2054704372.0,,2909.924,27715.895,778.473
20493,1994,2076865377.0,,2983.628,27808.586,811.631
20494,1995,2097969970.0,,3098.661,27931.633,862.312
20495,1996,2118266453.0,,3217.391,28555.074,860.001
20496,1997,2137669038.0,,3320.034,28570.201,884.727
20497,1998,2156208218.0,,3378.072,28600.723,899.165
20498,1999,2174058070.0,,3497.213,29032.012,901.23
20499,2000,2191949480.0,,3820.44,29998.145,1046.58
20500,2001,2209701540.0,,3961.92,30819.266,1060.2
20501,2002,2226823411.0,,4195.07,32085.182,1093.72
20502,2003,2243462002.0,,4550.65,34872.652,1107.99
20503,2004,2260098040.0,,4981.04,38398.414,1244.81
20504,2005,2276903910.0,,5361.41,41301.184,1324.22
20505,2006,2293429307.0,,5867.18,44124.715,1403.1
20506,2007,2309893739.0,,6379.45,46697.152,1469.42
20507,2008,2327278207.0,,6683.28,48123.289,1638.48
20508,2009,2345622340.0,,6853.92,48743.035,1663.1
20509,2010,2364144387.0,,7538.71,51576.102,1837.36
20510,2011,2382503938.0,,8131.9,54693.184,1878.6
20511,2012,2402146692.0,,8491.34,56622.012,2086.09
20512,2013,2423354868.0,,9001.529,57932.871,2200.07
20513,2014,2444604237.0,,9396.49,59080.539,2353.64
20514,2015,2464672367.0,,9477.35,59363.422,2497.37
20515,2016,2482967003.0,,9868.68,59944.652,2701.55
20516,2017,2500616723.0,,10402.03,61720.887,2871.54
