,year,population,gdp,electricity_generation,primary_energy_consumption,renewables_electricity
19332,1931,15010104.0,25325406208.0,,,
19333,1932,15247560.0,23783802880.0,,,
19334,1933,15520060.0,26900443136.0,,,
19335,1934,15797430.0,27533285376.0,,,
19336,1935,16079757.0,28098762752.0,,,
19337,1936,16367129.0,33426755584.0,,,
19338,1937,16659638.0,34553851904.0,,,
19339,1938,16957374.0,37588344832.0,,,
19340,1939,17257852.0,40709509120.0,,,
19341,1940,17561075.0,38243864576.0,,,
19342,1941,17867048.0,34797252608.0,,,
19343,1942,18175775.0,36296781824.0,,,
19344,1943,18487257.0,32965632000.0,,,
19345,1944,18804078.0,31532032000.0,,,
19346,1945,19126328.0,27283079168.0,,,
19347,1946,19454100.0,35219283968.0,,,
19348,1947,19787490.0,37214101504.0,,,
19349,1948,20126593.0,42287288320.0,,,
19350,1949,20522505.0,40153763840.0,,,
19351,1950,20977698.0,43911888896.0,,,
19352,1951,21519608.0,49817800704.0,,,
19353,1952,22094504.0,56078376960.0,,,
19354,1953,22690584.0,62669766656.0,,,
19355,1954,23267966.0,61217099776.0,,,
19356,1955,23821346.0,66494148608.0,,,
19357,1956,24473658.0,69084528640.0,,,
19358,1957,25238754.0,74959142912.0,,,
19359,1958,26007696.0,78801428480.0,,,
19360,1959,26768164.0,82888105984.0,,,
19361,1960,27510982.0,85808267264.0,,,
19362,1961,28255008.0,87728586752.0,,,
19363,1962,29033646.0,93596082176.0,,,
19364,1963,29827882.0,102938107904.0,,,
19365,1964,30612824.0,107828076544.0,,,
19366,1965,31374540.0,111220449280.0,,91.433,2.279
19367,1966,32172782.0,124959744000.0,,104.916,2.46
19368,1967,33026492.0,131273064448.0,,108.544,2.555
19369,1968,33884076.0,140827131904.0,,126.427,3.354
19370,1969,34721988.0,149141520384.0,,138.027,3.623
19371,1970,35540988.0,157265362944.0,,146.683,3.199
19372,1971,36359956.0,172474531840.0,,162.384,2.772
19373,1972,37188036.0,184802770944.0,,181.426,3.379
19374,1973,38028236.0,194442379264.0,,205.603,2.8
19375,1974,38863424.0,211512786944.0,,209.676,3.563
19376,1975,39673588.0,231789920256.0,,233.686,6.124
19377,1976,40500996.0,253392355328.0,,263.195,8.536
19378,1977,41385656.0,265743925248.0,,288.084,8.79
19379,1978,42292208.0,274794561536.0,,304.524,9.472
19380,1979,43187472.0,274002526208.0,,287.262,10.434
19381,1980,44089068.0,273441193984.0,,298.498,11.484
19382,1981,44981876.0,286816305152.0,,301.189,12.726
19383,1982,45949992.0,302868955136.0,,328.681,14.167
19384,1983,47026424.0,315758772224.0,,339.712,11.343
19385,1984,48106772.0,335720513536.0,,357.704,13.448
19386,1985,49175680.0,354837200896.0,34.219,386.093,12.051
19387,1986,50223888.0,381728489472.0,39.695,420.703,11.916
19388,1987,51250156.0,417316012032.0,44.353,479.594,18.676
19389,1988,52275892.0,435876986880.0,48.049,527.385,29.018
19390,1989,53305236.0,443256143872.0,52.043,517.613,18.002
19391,1990,54324140.0,486761168896.0,57.54,561.998,23.23
19392,1991,55321172.0,499938033664.0,60.24,573.721,22.8
19393,1992,56302040.0,538702184448.0,67.35,603.3,26.69
19394,1993,57296008.0,591946448896.0,73.81,655.675,34.09
19395,1994,58310244.0,569082576896.0,78.33,634.948,30.72
19396,1995,59305492.0,620396806144.0,86.25,710.576,35.85
19397,1996,60293784.0,675112419328.0,94.86,775.107,40.73
19398,1997,61277420.0,738354659328.0,103.3,810.784,40.19
19399,1998,62242200.0,773998837760.0,111.03,831.467,42.56
19400,1999,63185620.0,745796272128.0,116.44,809.611,34.91
19401,2000,64113548.0,807550844928.0,124.33,864.679,31.16
19402,2001,65072016.0,753326817280.0,122.19,785.631,24.34
19403,2002,65988664.0,818938118144.0,128.42,859.633,33.96
19404,2003,66867324.0,872922415104.0,139.52,910.288,35.56
19405,2004,67785080.0,957900849152.0,149.74,974.779,46.31
19406,2005,68704712.0,1046618898432.0,161.55,996.752,39.74
19407,2006,69601328.0,1128341831680.0,176.17,1105.833,44.52
19408,2007,70468864.0,1191689584640.0,191.41,1174.356,36.46
19409,2008,71320728.0,1213760274432.0,198.31,1178.344,34.42
19410,2009,72225648.0,1155016556544.0,194.73,1194.268,38.15
19411,2010,73195352.0,1276138618880.0,211.06,1259.821,55.72
19412,2011,74173856.0,1403985592320.0,229.28,1345.969,58.09
19413,2012,75277440.0,1441915600896.0,239.38,1429.392,65.21
19414,2013,76576120.0,1510231769088.0,239.87,1419.132,69.22
19415,2014,78112064.0,1570585313280.0,251.62,1462.148,52.62
19416,2015,79646176.0,1637835079680.0,261.29,1606.742,83.65
19417,2016,81019400.0,1498503446528.0,273.69,1687.18,90.24
19418,2017,82089824.0,1610456629248.0,296.43,1787.401,87.24
19419,2018,82809304.0,1655984226304.0,303.86,1767.596,97.77
19420,2019,83481688.0,,302.79,1834.348,132.26
19421,2020,84135432.0,,305.42,1803.449,128.34
19422,2021,84775408.0,,333.41,1934.336,118.55
19423,2022,85341248.0,,326.11,1947.841,136.89
19424,1980,2862908.0,19444525056.0,,,
19425,1981,2932936.0,19642542080.0,,,
19426,1982,3005975.0,19846215680.0,,,
19427,1983,3082203.0,20202502144.0,,,
19428,1984,3162167.0,19981352960.0,,,
19429,1985,3246888.0,20045559808.0,10.987,143.104,
19430,1986,3336772.0,20620066816.0,12.396,178.107,
19431,1987,3430503.0,21125900288.0,13.267,177.183,
19432,1988,3525116.0,23051919360.0,12.891,178.383,
19433,1989,3621309.0,21128380416.0,14.508,183.29,
19434,1990,3720287.0,21201768448.0,14.61,151.892,0.003
19435,1991,3821784.0,20437995520.0,14.953,155.991,0.003
19436,1992,3926374.0,17569984512.0,13.183,148.971,0.004
19437,1993,4031701.0,18037532672.0,12.637,122.293,0.005
19438,1994,4133044.0,15091298304.0,10.52,130.454,0.004
19439,1995,4226625.0,14166411264.0,9.905,107.38,0.004
19440,1996,4301092.0,13366638592.0,10.13,156.41,0.005
19441,1997,4363678.0,11996056576.0,9.498,119.769,0.005
19442,1998,4431523.0,12945862656.0,9.416,149.135,0.006
19443,1999,4501087.0,15251959808.0,8.86,142.357,0.005
19444,2000,4569135.0,18299170816.0,9.25,119.82,0.0
19445,2001,4635100.0,22282608640.0,9.97,151.237,0.0
19446,2002,4698972.0,26092257280.0,10.06,127.565,0.0
19447,2003,4758992.0,30907439104.0,10.15,176.119,0.0
19448,2004,4819793.0,35857412096.0,11.2,174.407,0.0
19449,2005,4885780.0,41000558592.0,12.05,176.601,0.0
19450,2006,4954032.0,46020567040.0,12.83,178.463,0.0
19451,2007,5024897.0,51695423488.0,13.98,173.172,0.0
19452,2008,5100089.0,60005171200.0,14.13,142.056,0.0
19453,2009,5180961.0,64415940608.0,15.02,231.601,0.0
19454,2010,5267975.0,71126122496.0,15.66,249.566,0.0
19455,2011,5360813.0,82538332160.0,16.19,276.998,0.0
19456,2012,5458688.0,91657732096.0,16.68,301.966,0.0
19457,2013,5560099.0,100974903296.0,17.74,268.245,0.0
19458,2014,5663159.0,111420612608.0,19.18,278.038,0.0
19459,2015,5766427.0,118607511552.0,21.18,332.823,0.0
19460,2016,5868568.0,125986217984.0,21.18,329.542,0.0
19461,2017,5968388.0,134137528320.0,21.18,326.026,0.0
19462,2018,6065072.0,142391017472.0,21.18,362.994,0.0
19463,2019,6158424.0,,21.18,356.949,0.0
19464,2020,6250442.0,,20.11,422.698,0.0
19465,2021,6341850.0,,21.4,449.422,0.0
19466,2022,6430777.0,,31.524,458.947,0.013
19467,1980,7620.0,,,0.0,
19468,1981,7980.0,,,0.0,
19469,1982,8377.0,,,0.0,
19470,1983,8782.0,,,0.0,
19471,1984,9187.0,,,0.0,
19472,1985,9599.0,,,0.0,
19473,1986,10009.0,,,0.0,
19474,1987,10423.0,,,0.0,
19475,1988,10836.0,,,0.0,
19476,1989,11249.0,,,0.0,
19477,1990,11723.0,,,0.0,
19478,1991,12354.0,,,0.0,
19479,1992,13036.0,,,0.0,
19480,1993,13726.0,,,0.0,
19481,1994,14425.0,,,0.0,
19482,1995,15123.0,,,0.055,
19483,1996,15830.0,,,0.056,
19484,1997,16541.0,,,0.055,
19485,1998,17266.0,,,0.061,
19486,1999,18008.0,,,0.061,
19487,2000,18769.0,,0.07,0.289,0.0
19488,2001,19600.0,,0.08,0.307,0.0
19489,2002,20620.0,,0.1,0.409,0.0
19490,2003,21764.0,,0.1,0.42,0.0
19491,2004,22898.0,,0.11,0.433,0.0
19492,2005,24019.0,,0.12,0.509,0.0
19493,2006,25152.0,,0.15,0.586,0.0
19494,2007,26292.0,,0.17,0.688,0.0
19495,2008,27450.0,,0.19,0.732,0.0
19496,2009,28601.0,,0.2,0.739,0.0
19497,2010,29751.0,,0.2,0.764,0.0
19498,2011,30840.0,,0.19,0.764,0.0
19499,2012,32105.0,,0.2,0.764,0.0
19500,2013,33620.0,,0.2,0.77,0.0
19501,2014,35014.0,,0.21,0.828,0.0
19502,2015,36556.0,,0.22,0.853,0.0
19503,2016,38267.0,,0.23,0.882,0.0
19504,2017,39865.0,,0.23,0.955,0.0
19505,2018,41516.0,,0.24,0.958,0.0
19506,2019,43104.0,,0.24,0.987,0.0
19507,2020,44297.0,,0.25,0.832,0.0
19508,2021,45141.0,,0.27,0.885,0.0
19509,1980,7755.0,,,0.0,
19510,1981,7894.0,,,0.0,
19511,1982,8014.0,,,0.0,
19512,1983,8123.0,,,0.0,
19513,1984,8218.0,,,0.0,
19514,1985,8355.0,,,0.0,
19515,1986,8522.0,,,0.0,
19516,1987,8683.0,,,0.0,
19517,1988,8862.0,,,0.0,
19518,1989,9039.0,,,0.0,
19519,1990,9201.0,,,0.0,
19520,1991,9378.0,,,0.0,
19521,1992,9489.0,,,0.0,
19522,1993,9543.0,,,0.0,
19523,1994,9582.0,,,0.0,
19524,1995,9607.0,,,0.0,
19525,1996,9631.0,,,0.0,
19526,1997,9654.0,,,0.0,
19527,1998,9656.0,,,0.0,
19528,1999,9661.0,,,0.0,
19529,2000,9662.0,,,0.0,
19530,2001,9640.0,,,0.0,
19531,2002,9630.0,,,0.0,
19532,2003,9693.0,,,0.0,
19533,2004,9814.0,,,0.0,
19534,2005,9933.0,,,0.0,
19535,2006,10054.0,,,0.0,
19536,2007,10168.0,,,0.0,
19537,2008,10294.0,,,0.0,
19538,2009,10427.0,,,0.0,
19539,2010,10570.0,,,0.0,
19540,2011,10719.0,,,0.0,
19541,2012,10876.0,,,0.0,
19542,2013,10942.0,,,0.0,
19543,2014,10922.0,,,0.0,
19544,2015,10896.0,,,0.0,
19545,2016,10876.0,,,0.0,
19546,2017,10850.0,,,0.0,
19547,2018,10883.0,,,0.0,
19548,2019,10983.0,,,0.0,
19549,2020,11090.0,,,0.0,
19550,2021,11229.0,,,0.0,
19551,1980,,,,0.657,
19552,1981,,,,0.656,
19553,1982,,,,0.656,
19554,1983,,,,0.656,
19555,1984,,,,0.598,
19556,1985,,,,0.585,
19557,1986,,,,0.569,
19558,1987,,,,0.568,
19559,1988,,,,0.768,
19560,1989,,,,1.23,
19561,1990,,,,1.293,
19562,1991,,,,1.293,
19563,1992,,,,1.204,
19564,1993,,,,1.139,
19565,1994,,,,1.139,
19566,1995,,,,1.201,
19567,1996,,,,1.204,
19568,1997,,,,1.201,
19569,1998,,,,1.201,
19570,1999,,,,1.201,
19571,2000,,,,1.215,
19572,2001,,,,1.215,
19573,2002,,,,1.215,
19574,2003,,,,1.215,
19575,2004,,,,1.215,
19576,2005,,,,1.215,
19577,2006,,,,1.242,
19578,2007,,,,1.242,
19579,2008,,,,1.246,
19580,2009,,,,1.242,
19581,2010,,,,1.453,
19582,2011,,,,1.242,
19583,2012,,,,1.246,
19584,2013,,,,1.242,
19585,2014,,,,1.242,
19586,2015,,,,1.242,
19587,2016,,,,1.241,
19588,2017,,,,1.245,
19589,2018,,,,1.245,
19590,2019,,,,1.244,
19591,2020,,,,0.0,
19592,2021,,,,0.0,
19593,1980,,,,0.0,
19594,1981,,,,0.0,
19595,1982,,,,0.0,
19596,1983,,,,0.0,
19597,1984,,,,0.0,
19598,1985,,,,0.0,
19599,1986,,,,0.0,
19600,1987,,,,0.0,
19601,1988,,,,0.0,
19602,1989,,,,0.0,
19603,1990,,,,0.0,
19604,1991,,,,0.0,
19605,1992,,,,0.0,
19606,1993,,,,0.0,
19607,1994,,,,0.0,
19608,1995,,,,0.0,
19609,1996,,,,0.0,
19610,1997,,,,0.0,
19611,1998,,,,0.0,
19612,1999,,,,0.0,
19613,2000,,,,0.0,
19614,2001,,,,0.0,
19615,2002,,,,0.0,
19616,2003,,,,0.0,
19617,2004,,,,0.0,
19618,2005,,,,0.0,
19619,2006,,,,0.0,
19620,2007,,,,0.0,
19621,2008,,,,0.0,
19622,2009,,,,0.0,
19623,2010,,,,0.0,
19624,2011,,,,0.0,
19625,2012,,,,0.0,
19626,2013,,,,0.0,
19627,2014,,,,0.0,
19628,2015,,,,0.0,
19629,2016,,,,0.0,
19630,2017,,,,0.0,
19631,2018,,,,0.0,
19632,2019,,,,0.0,
19633,1900,116268659.0,237296992256.0,,,
19634,1901,117366550.0,,,,
19635,1902,118474985.0,,,,
19636,1903,119594080.0,,,,
19637,1904,120723934.0,,,,
19638,1905,121864656.0,,,,
19639,1906,123016351.0,,,,
19640,1907,124179131.0,,,,
19641,1908,125353102.0,,,,
19642,1909,126489947.0,,,,
19643,1910,127590454.0,,,,
19644,1911,128627136.0,,,,
19645,1912,129656939.0,,,,
19646,1913,130652574.0,352056770560.0,,,
19647,1914,131663120.0,,,,
19648,1915,132688541.0,,,,
19649,1916,133728814.0,,,,
19650,1917,134783911.0,,,,
19651,1918,135859605.0,,,,
19652,1919,136975834.0,,,,
19653,1920,138131911.0,141774618624.0,,,
19654,1921,139327166.0,128076570624.0,,,
19655,1922,140560955.0,148440514560.0,,,
19656,1923,141832661.0,171727716352.0,,,
19657,1924,143116021.0,220925018112.0,,,
19658,1925,144411144.0,282353795072.0,,,
19659,1926,145718136.0,324266262528.0,,,
19660,1927,147037108.0,345025019904.0,,,
19661,1928,148368169.0,369683496960.0,,,
19662,1929,149707470.0,379985559552.0,,,
19663,1930,151055096.0,402081284096.0,,,
19664,1931,152411122.0,410049708032.0,,,
19665,1932,153775630.0,405595258880.0,,,
19666,1933,155148698.0,422214369280.0,,,
19667,1934,156534365.0,463620898816.0,,,
19668,1935,157932748.0,533698543616.0,,,
19669,1936,159343963.0,576087326720.0,,,
19670,1937,160768127.0,634559594496.0,,,
19671,1938,162205364.0,645982650368.0,,,
19672,1939,163655764.0,686023507968.0,,,
19673,1940,165119469.0,669629480960.0,,,
19674,1941,166596601.0,,,,
19675,1942,168087295.0,,,,
19676,1943,169591684.0,,,,
19677,1944,171109922.0,,,,
19678,1945,172642139.0,,,,
19679,1946,174188456.0,530221105152.0,,,
19680,1947,175749010.0,589685981184.0,,,
19681,1948,177323928.0,670457921536.0,,,
19682,1949,179074637.0,742127501312.0,,,
19683,1950,181205688.0,813277052928.0,,,
19684,1951,184006191.0,817114251264.0,,,
19685,1952,186932922.0,870177767424.0,,,
19686,1953,189984224.0,907579686912.0,,,
19687,1954,193137735.0,951438606336.0,,,
19688,1955,196406315.0,1033032237056.0,,,
19689,1956,199817116.0,1131701469184.0,,,
19690,1957,203312344.0,1154842755072.0,,,
19691,1958,206856128.0,1241329958912.0,,,
19692,1959,210404331.0,1227658887168.0,,,
19693,1960,214002147.0,1344248610816.0,,,
19694,1961,217670638.0,1421480820736.0,,,
19695,1962,221162508.0,1459876921344.0,,,
19696,1963,224419937.0,1426563923968.0,,,
19697,1964,227488178.0,1611191025664.0,,,
19698,1965,230320599.0,1702799474688.0,,6916.875,81.434
19699,1966,232995744.0,1785145327616.0,,7356.216,
19700,1967,235587627.0,1864068890624.0,,7730.988,
19701,1968,238033237.0,1973355020288.0,,8020.227,
19702,1969,240358906.0,2001067180032.0,,8374.417,
19703,1970,242471242.0,2154659446784.0,,8809.916,
19704,1971,244553543.0,2212064395264.0,,9242.354,
19705,1972,246788442.0,2224850206720.0,,9716.784,
19706,1973,248990998.0,2411718508544.0,,10210.021,
19707,1974,251231474.0,2481780686848.0,,10774.621,
19708,1975,253574386.0,2488941412352.0,,11306.364,
19709,1976,255947108.0,2605564297216.0,,11747.266,
19710,1977,258335549.0,2666906779648.0,,12274.353,
19711,1978,260704170.0,2734243971072.0,,12805.889,
19712,1979,262959843.0,2720855228416.0,,13156.517,
19713,1980,265106033.0,2724411998208.0,,13451.627,
19714,1981,267246522.0,2749333241856.0,,13738.253,
19715,1982,269504541.0,2816923140096.0,,14080.254,
19716,1983,271993613.0,2906890436608.0,,14377.112,
19717,1984,274561790.0,2944379125760.0,,14920.483,
19718,1985,277081218.0,2970365984768.0,,17153.902,
19719,1986,279839042.0,3093066416128.0,,17525.936,
19720,1987,282797460.0,3132798271488.0,,18122.451,
19721,1988,285611098.0,3199634505728.0,,18666.029,
19722,1989,287989569.0,3247333179392.0,,18637.066,
19723,1990,289904756.0,3168799031296.0,,18446.141,
19724,1991,291495099.0,3012063657984.0,,18170.84,
19725,1992,,2612017758208.0,,,
19726,1993,,2387859996672.0,,,
19727,1994,,2085793300480.0,,,
19728,1995,,2003330662400.0,,,
19729,1996,,1972454948864.0,,,
19730,1997,,2041206669312.0,,,
19731,1998,,2022336888832.0,,,
19732,1999,,2147254140928.0,,,
19733,2000,,2365623631872.0,,,
19734,2001,,2548668825600.0,,,
19735,2002,,2724706910208.0,,,
19736,2003,,2976059490304.0,,,
19737,2004,,3265396998144.0,,,
19738,2005,,3543117856768.0,,,
19739,2006,,3913214066688.0,,,
19740,2007,,4323148562432.0,,,
19741,2008,,4603270660096.0,,,
19742,2009,,4436220444672.0,,,
19743,2010,,4712027914240.0,,,
19744,2011,,5023459704832.0,,,
19745,2012,,5212753362944.0,,,
19746,2013,,5353153495040.0,,,
19747,2014,,5441458274304.0,,,
19748,2015,,5372787556352.0,,,
19749,2016,,5426884640768.0,,,
19750,2017,,5628122628096.0,,,
19751,2018,,5753769820160.0,,,
19752,2019,,,,,
19753,2020,,,,,
19754,1980,13284030.0,11322223616.0,,4.68,
19755,1981,13563562.0,11745408000.0,,3.334,
19756,1982,13880059.0,12712720384.0,,3.793,
19757,1983,14228930.0,13658978304.0,,3.608,
19758,1984,14617950.0,12485804032.0,,3.968,
19759,1985,15038924.0,12751084544.0,,4.195,
19760,1986,15486815.0,12793401344.0,,4.391,
19761,1987,15974224.0,13611121664.0,,4.03,
19762,1988,16489326.0,14591128576.0,,5.206,
19763,1989,17028548.0,15637284864.0,,5.205,
19764,1990,17586634.0,16268766208.0,,5.71,
19765,1991,18171944.0,16538917888.0,,6.041,
19766,1992,18801968.0,17483616256.0,,6.836,
19767,1993,19462960.0,18599690240.0,,6.892,
19768,1994,20125026.0,19993296896.0,,7.129,
19769,1995,20680834.0,21811142656.0,,7.186,
19770,1996,21249570.0,23216443392.0,,7.487,
19771,1997,21876938.0,24283123712.0,,7.955,
19772,1998,22537658.0,25735383040.0,,8.513,
19773,1999,23279246.0,27748050944.0,,8.533,
19774,2000,24020710.0,28839088128.0,1.59,10.352,1.55
19775,2001,24763328.0,31387265024.0,1.59,10.554,1.55
19776,2002,25545098.0,33626853376.0,1.71,10.818,1.67
19777,2003,26354740.0,35593797632.0,1.8,11.408,1.75
19778,2004,27146082.0,37411397632.0,1.94,12.152,1.89
19779,2005,27946586.0,40921112576.0,1.95,13.791,1.84
19780,2006,28773230.0,43572248576.0,1.57,13.4,1.17
19781,2007,29629804.0,46853861376.0,1.97,16.166,1.41
19782,2008,30509868.0,51468918784.0,2.32,17.003,1.7
19783,2009,31412526.0,55303700480.0,2.4,17.367,1.51
19784,2010,32341724.0,59228536832.0,2.69,19.549,1.59
19785,2011,33295738.0,62855835648.0,2.61,20.453,1.61
19786,2012,34273296.0,64257404928.0,1.96,19.799,1.58
19787,2013,35273568.0,66627399680.0,2.59,22.978,2.45
19788,2014,36336544.0,70033965056.0,2.81,26.488,2.52
19789,2015,37477356.0,73613877248.0,2.87,26.524,2.58
19790,2016,38748308.0,77532053504.0,3.77,29.645,3.48
19791,2017,40127096.0,81428807680.0,3.91,32.298,3.65
19792,2018,41515400.0,86584074240.0,4.31,34.923,4.0
19793,2019,42949076.0,,4.33,34.859,4.24
19794,2020,44404608.0,,4.45,34.032,4.32
19795,2021,45853780.0,,4.4,35.163,4.27
19796,1900,23480335.0,,,,
19797,1901,23699583.0,,,,
19798,1902,23920877.0,,,,
19799,1903,24144237.0,,,,
19800,1904,24369682.0,,,,
19801,1905,24597231.0,,,,
19802,1906,24826905.0,,,,
19803,1907,25058722.0,,,,
19804,1908,25292704.0,,,,
19805,1909,25528869.0,,,,
19806,1910,25767239.0,,,,
19807,1911,26007834.0,,,,
19808,1912,26250675.0,,,,
19809,1913,26495782.0,,,,
19810,1914,26743178.0,,,,
19811,1915,26992883.0,,,,
19812,1916,27244918.0,,,,
19813,1917,27499306.0,,,,
19814,1918,27751657.0,,,,
19815,1919,28006323.0,,,,
19816,1920,28263326.0,,,,
19817,1921,28522687.0,,,,
19818,1922,28784429.0,,,,
19819,1923,29048572.0,,,,
19820,1924,29315139.0,,,,
19821,1925,29584153.0,,,,
19822,1926,29855635.0,,,,
19823,1927,30129608.0,,,,
19824,1928,30406096.0,,,,
19825,1929,30685120.0,,,,
19826,1930,30966706.0,,,,
19827,1931,31250875.0,,,,
19828,1932,31537652.0,,,,
19829,1933,31827060.0,,,,
19830,1934,32119125.0,,,,
19831,1935,32413869.0,,,,
19832,1936,32711319.0,,,,
19833,1937,33011498.0,,,,
19834,1938,33314431.0,,,,
19835,1939,33620144.0,,,,
19836,1940,33928663.0,,,,
19837,1941,34240013.0,,,,
19838,1942,34554220.0,,,,
19839,1943,34871311.0,,,,
19840,1944,35191311.0,,,,
19841,1945,35514248.0,,,,
19842,1946,35840148.0,,,,
19843,1947,36169039.0,,,,
19844,1948,36500948.0,,,,
19845,1949,36878582.0,,,,
19846,1950,37303000.0,,,,
19847,1951,37783280.0,,,,
19848,1952,38271728.0,,,,
19849,1953,38768516.0,,,,
19850,1954,39287992.0,,,,
19851,1955,39836516.0,,,,
19852,1956,40398812.0,,,,
19853,1957,40977532.0,,,,
19854,1958,41559368.0,,,,
19855,1959,42154896.0,,,,
19856,1960,42767252.0,,,,
19857,1961,43365224.0,,,,
19858,1962,43924756.0,,,,
19859,1963,44445912.0,,,,
19860,1964,44941408.0,,,,
19861,1965,45387092.0,,,,
19862,1966,45809132.0,,,,
19863,1967,46235376.0,,,,
19864,1968,46635196.0,,,,
19865,1969,46990888.0,,,,
19866,1970,47279088.0,,,,
19867,1971,47597756.0,,,,
19868,1972,47974192.0,,,,
19869,1973,48301548.0,379632582656.0,,,
19870,1974,48602696.0,,,,
19871,1975,48892180.0,,,,
19872,1976,49144536.0,,,,
19873,1977,49357432.0,,,,
19874,1978,49536616.0,,,,
19875,1979,49739736.0,,,,
19876,1985,50917392.0,478213668864.0,272.0,2780.66,
19877,1986,51076744.0,480702431232.0,272.7,2792.947,
19878,1987,51236432.0,494152253440.0,281.5,2852.486,
19879,1988,51372376.0,499008438272.0,297.2,2855.35,
19880,1989,51494548.0,519237894144.0,295.3,2732.057,
19881,1990,51589816.0,495935193088.0,298.62,3194.697,10.51
19882,1991,51672816.0,460353470464.0,278.47,2994.568,11.71
19883,1992,51785152.0,421710462976.0,252.32,2530.553,7.88
19884,1993,51778420.0,367893643264.0,229.71,2218.278,11.04
19885,1994,51487376.0,288418693120.0,202.73,1895.852,12.12
19886,1995,51061268.0,257477951488.0,193.82,1849.755,9.95
19887,1996,50616104.0,235602706432.0,182.8,1724.072,8.63
19888,1997,50169352.0,232333279232.0,177.82,1662.889,9.86
19889,1998,49745868.0,231737278464.0,172.65,1604.654,15.74
19890,1999,49320116.0,235148296192.0,171.94,1580.584,14.32
19891,2000,48879752.0,253196058624.0,171.27,1585.457,11.28
19892,2001,48414536.0,281110347776.0,172.81,1562.9,12.05
19893,2002,47976540.0,301087064064.0,173.57,1553.238,9.65
19894,2003,47605644.0,335257370624.0,180.2,1591.928,9.27
19895,2004,47261960.0,381078077440.0,182.02,1585.872,11.78
19896,2005,46912616.0,399366225920.0,185.91,1605.493,12.4
19897,2006,46592552.0,436786692096.0,193.23,1624.431,12.92
19898,2007,46313064.0,480580665344.0,196.14,1617.882,10.47
19899,2008,46062936.0,499592167424.0,192.58,1562.053,11.82
19900,2009,45863884.0,431074443264.0,173.62,1330.558,12.12
19901,2010,45683024.0,439429758976.0,188.82,1426.915,13.39
19902,2011,45516136.0,471221141504.0,194.95,1474.744,11.2
19903,2012,45406228.0,472338530304.0,198.36,1442.989,11.23
19904,2013,45307104.0,472222859264.0,193.71,1369.568,15.11
19905,2014,45148072.0,441258901504.0,182.22,1208.371,10.41
19906,2015,44982568.0,398132477952.0,161.87,1003.408,7.33
19907,2016,44833568.0,407348477952.0,163.08,1049.995,9.47
19908,2017,44657260.0,417634025472.0,155.26,975.331,11.72
19909,2018,44446952.0,431319908352.0,158.44,1011.989,13.23
19910,2019,44211100.0,,152.88,957.663,12.09
19911,2020,43909664.0,,148.5,918.452,17.8
19912,2021,43531424.0,,154.77,934.182,20.91
19913,2022,39701744.0,,114.29,647.501,18.09
19914,1900,48933.0,,,,
19915,1901,49244.0,,,,
19916,1902,49557.0,,,,
19917,1903,49873.0,,,,
19918,1904,50190.0,,,,
19919,1905,50509.0,,,,
19920,1906,50830.0,,,,
19921,1907,51154.0,,,,
19922,1908,51479.0,,,,
19923,1909,51833.0,,,,
19924,1910,52215.0,,,,
19925,1911,52625.0,,,,
19926,1912,53066.0,,,,
19927,1913,53536.0,,,,
19928,1914,54010.0,,,,
19929,1915,54489.0,,,,
19930,1916,54971.0,,,,
19931,1917,55458.0,,,,
19932,1918,55929.0,,,,
19933,1919,56404.0,,,,
19934,1920,56883.0,,,,
19935,1921,57366.0,,,,
19936,1922,57853.0,,,,
19937,1923,58345.0,,,,
19938,1924,58840.0,,,,
19939,1925,59340.0,,,,
19940,1926,59844.0,,,,
19941,1927,60352.0,,,,
19942,1928,60864.0,,,,
19943,1929,61381.0,,,,
19944,1930,61903.0,,,,
19945,1931,62428.0,,,,
19946,1932,62958.0,,,,
19947,1933,63493.0,,,,
19948,1934,64032.0,,,,
19949,1935,64576.0,,,,
19950,1936,65124.0,,,,
19951,1937,65677.0,,,,
19952,1938,66235.0,,,,
19953,1939,66798.0,,,,
19954,1940,67365.0,,,,
19955,1941,67937.0,,,,
19956,1942,68514.0,,,,
19957,1943,69096.0,,,,
19958,1944,69683.0,,,,
19959,1945,70274.0,,,,
19960,1946,70871.0,,,,
19961,1947,71473.0,,,,
19962,1948,72080.0,,,,
19963,1949,73113.0,,,,
19964,1950,74613.0,1801016576.0,,,
19965,1951,79780.0,1952218880.0,,,
19966,1952,85111.0,2069254784.0,,,
19967,1953,90576.0,2274657792.0,,,
19968,1954,96153.0,2533920256.0,,,
19969,1955,101819.0,2595100416.0,,,
19970,1956,107581.0,2787876608.0,,,
19971,1957,113443.0,2888693248.0,,,
19972,1958,119619.0,3031029760.0,,,
19973,1959,126293.0,3342554112.0,,,
19974,1960,133440.0,3684790272.0,,,
19975,1961,140998.0,4027034624.0,,,
19976,1962,148892.0,4477176832.0,,,
19977,1963,157022.0,4936303616.0,,,
19978,1964,165324.0,5442472448.0,,,
19979,1965,173808.0,5997095424.0,,0.855,
19980,1966,182526.0,6609458176.0,,0.912,
19981,1967,191413.0,7284736000.0,,5.407,
19982,1968,213593.0,8028547072.0,,6.945,
19983,1969,253270.0,8853531648.0,,6.969,
19984,1970,298096.0,9759055872.0,,9.606,
19985,1971,344521.0,11392897024.0,,14.638,0.0
19986,1972,392377.0,13298290688.0,,15.65,0.0
