year,population,gdp,electricity_generation,primary_energy_consumption,renewables_electricity
2007,167524.0,1491085440.0,0.32,1.715,0.0
2008,168584.0,1589069440.0,0.33,1.763,0.0
2009,169694.0,1609861504.0,0.34,1.719,0.0
2010,170950.0,1619438336.0,0.36,1.797,0.0
2011,172157.0,1661309952.0,0.36,1.824,0.0
2012,173139.0,1630854016.0,0.36,1.816,0.0
2013,173992.0,1636030976.0,0.36,1.811,0.0
2014,174814.0,1635704960.0,0.36,1.829,0.0
2015,175638.0,1670339968.0,0.36,1.841,0.0
2016,176429.0,1678211968.0,0.37,1.861,0.0
2017,177175.0,1722539136.0,0.38,2.017,0.0
2018,177894.0,1733778304.0,0.37,1.855,0.0
2000,143729.0,312853568.0,0.03,0.292,0.01
2001,146271.0,323367296.0,0.02,0.273,0.0
2002,149852.0,330763136.0,0.03,0.309,0.01
2003,153774.0,356840544.0,0.03,0.344,0.01
2004,157714.0,370949152.0,0.04,0.389,0.01
2005,161697.0,400193568.0,0.04,0.411,0.0
2006,165739.0,436915680.0,0.04,0.438,0.01
2007,169859.0,454094464.0,0.04,0.455,0.01
2008,174019.0,491548800.0,0.05,0.491,0.01
2009,178145.0,507380512.0,0.05,0.522,0.01
2010,182154.0,544428736.0,0.05,0.563,0.0
2011,186058.0,572220032.0,0.06,0.583,0.01
2012,189936.0,588710976.0,0.06,0.616,0.01
2013,193765.0,619718016.0,0.07,0.616,0.01
2014,197511.0,660060032.0,0.08,0.616,0.01
2015,201142.0,687729984.0,0.08,0.644,0.01
2016,204640.0,717552000.0,0.09,0.665,0.01
2017,208050.0,748015744.0,0.09,0.676,0.01
2018,211358.0,762655232.0,0.09,0.666,0.01
1985,12890250.0,192246218752.0,51.654,729.734,0.0
1986,13483356.0,180536016896.0,55.685,784.659,0.0
1987,14089800.0,188872491008.0,65.0,831.738,0.0
1988,14713717.0,194907914240.0,70.091,870.275,0.0
1989,15353231.0,201950986240.0,75.73,856.545,0.0
1990,16004768.0,230231015424.0,79.88,928.337,0.0
1991,16654283.0,279282647040.0,84.996,972.452,0.0
1992,17281352.0,306153193472.0,93.473,981.756,0.0
1993,17846472.0,318108073984.0,102.669,1002.85,0.0
1994,18367526.0,336600596480.0,106.046,1159.58,0.0
1995,18888862.0,354480717824.0,109.928,1130.006,0.0
1996,19410278.0,381901504512.0,112.167,1168.553,0.0
1997,19938380.0,404884848640.0,119.104,1190.249,0.0
1998,20472576.0,436679278592.0,126.168,1252.577,0.0
1999,21009664.0,440714592256.0,130.999,1275.43,0.0
2000,21547398.0,488694415360.0,138.68,1334.88,0.0
2001,22085932.0,507467235328.0,146.09,1422.332,0.0
2002,22623412.0,518914113536.0,154.91,1481.383,0.0
2003,23150850.0,608022953984.0,166.58,1569.191,0.0
2004,23661804.0,691927973888.0,173.41,1702.448,0.0
2005,24397652.0,770496462848.0,191.05,1811.106,0.0
2006,25382870.0,835772416000.0,196.31,1900.17,0.0
2007,26400066.0,898734227456.0,204.43,1944.057,0.0
2008,27437352.0,1008968663040.0,204.2,2128.464,0.0
2009,28483800.0,1045205417984.0,217.31,2205.138,0.0
2010,29411930.0,1159438139392.0,248.77,2451.107,0.0
2011,30150952.0,1355526832128.0,259.15,2557.291,0.01
2012,30821554.0,1438371676160.0,281.63,2714.21,0.03
2013,31482502.0,1486736457728.0,294.72,2731.22,0.04
2014,32125570.0,1550550827008.0,328.2,2931.717,0.05
2015,32749838.0,1621729738752.0,350.64,3056.625,0.05
2016,33416272.0,1649723179008.0,357.66,3179.844,0.05
2017,34193120.0,1637482233856.0,394.99,3181.819,0.07
2018,35018132.0,1677338607616.0,374.77,3101.677,0.16
2000,9704291.0,20451864576.0,1.44,19.907,0.05
2001,9938028.0,21264652288.0,1.68,21.695,0.05
2002,10180944.0,21278959616.0,1.79,22.512,0.24
2003,10434505.0,22579513344.0,1.9,22.696,0.38
2004,10698699.0,23766556672.0,1.99,24.011,0.34
2005,10974066.0,24954050560.0,2.26,24.914,0.32
2006,11263389.0,25426415616.0,2.28,24.466,0.29
2007,11563878.0,26522044416.0,2.46,26.382,0.24
2008,11872933.0,27345926144.0,2.59,27.041,0.28
2009,12195028.0,27841705984.0,2.65,25.887,0.29
2010,12530128.0,28867536896.0,2.82,26.842,0.4
2011,12875878.0,29228466176.0,2.86,28.12,0.39
2012,13231840.0,30546520064.0,3.16,27.67,0.45
2013,13595571.0,31644256256.0,3.3,28.786,0.47
2014,13970314.0,33021583360.0,3.64,31.948,0.49
2015,14356191.0,35168681984.0,3.89,37.052,0.53
2016,14751356.0,37469413376.0,4.17,35.844,0.49
2017,15157793.0,40244772864.0,4.48,38.04,0.58
2018,15574910.0,42805547008.0,4.67,39.586,0.7
2006,7794792.0,74031546368.0,35.87,205.23,10.35
2007,7758181.0,80197312512.0,35.97,204.417,9.46
2008,7722801.0,86373416960.0,36.82,203.662,9.56
2009,7688037.0,85427576832.0,37.71,194.435,10.54
2010,7653749.0,87870480384.0,37.42,200.621,11.89
2011,7620925.0,91111448576.0,38.02,202.774,8.67
2012,7591357.0,90113466368.0,36.19,190.979,9.3
2013,7566674.0,92449742848.0,39.23,190.347,10.22
2014,7543965.0,90886283264.0,33.44,169.549,11.03
2015,7519501.0,91611774976.0,37.59,187.723,10.11
2016,7493288.0,94185455616.0,38.61,192.316,10.86
2017,7464882.0,95918284800.0,36.44,196.767,9.29
2018,7433825.0,99972055040.0,36.67,196.858,10.9
2000,80073.0,1136006784.0,0.18,3.761,0.0
2001,81278.0,1137693056.0,0.18,4.046,0.0
2002,82448.0,1181094272.0,0.2,3.523,0.0
2003,83613.0,1134551424.0,0.21,3.514,0.0
2004,84733.0,1140079488.0,0.21,4.905,0.0
2005,85907.0,1274495360.0,0.22,4.468,0.0
2006,87110.0,1430092032.0,0.24,4.747,0.0
2007,88339.0,1619623040.0,0.25,3.902,0.0
2008,89660.0,1625803008.0,0.25,4.254,0.0
2009,91046.0,1630727680.0,0.26,4.637,0.0
2010,92424.0,1772951680.0,0.28,4.193,0.0
2011,93842.0,1917505024.0,0.38,3.601,0.0
2012,95319.0,1991699968.0,0.39,4.143,0.0
2013,96730.0,2096275968.0,0.41,3.742,0.01
2014,98016.0,2231000064.0,0.42,4.376,0.01
2015,99260.0,2363480064.0,0.44,4.536,0.01
2016,100521.0,2476032000.0,0.47,5.05,0.01
2017,101828.0,2589720576.0,0.48,5.267,0.01
2018,103120.0,2794612992.0,0.49,4.672,0.01
2000,4584074.0,3156876032.0,0.08,1.876,0.01
2001,4857106.0,3731874048.0,0.13,2.354,0.01
2002,5140120.0,4723204096.0,0.15,2.369,0.02
2003,5350917.0,5165014528.0,0.14,2.433,0.02
2004,5533329.0,5509297664.0,0.12,2.428,0.02
2005,5683338.0,5761186816.0,0.08,2.199,0.02
2006,5809778.0,6009264128.0,0.04,2.661,0.0
2007,5939169.0,6495486464.0,0.06,2.513,0.02
2008,6090861.0,6848798208.0,0.06,2.473,0.02
2009,6259845.0,7073732608.0,0.06,2.482,0.02
2010,6436699.0,7455364096.0,0.16,2.95,0.12
2011,6612390.0,7933356032.0,0.17,3.734,0.15
2012,6788594.0,9134189568.0,0.18,4.146,0.12
2013,6964867.0,11029544960.0,0.15,4.825,0.1
2014,7140700.0,11528208384.0,0.19,5.306,0.15
2015,7314779.0,9188877312.0,0.19,4.335,0.14
2016,7493918.0,9744760832.0,0.22,4.433,0.16
2017,7677570.0,10133819392.0,0.23,4.405,0.17
2018,7861287.0,10628815872.0,0.26,4.467,0.2
1985,2685987.0,45678538752.0,9.876,141.894,0.0
1986,2749737.0,46286409728.0,10.576,164.756,0.085
1987,2814749.0,51266056192.0,11.814,173.237,0.085
1988,2880509.0,56963538944.0,13.017,200.43,0.085
1989,2945697.0,62766456832.0,14.039,228.538,0.085
1990,3022218.0,69065572352.0,15.618,273.104,0.085
1991,3120627.0,74503577600.0,16.597,278.315,0.245
1992,3228234.0,80669507584.0,17.543,298.587,0.245
1993,3334134.0,90974445568.0,18.962,326.212,0.245
1994,3438616.0,102035136512.0,20.675,373.083,0.245
1995,3543878.0,110414864384.0,22.057,388.941,0.245
1996,3651905.0,120048672768.0,23.909,392.477,0.245
1997,3760649.0,131444244480.0,26.709,412.801,0.245
1998,3866296.0,129944207360.0,28.375,418.509,0.245
1999,3966485.0,139396956160.0,29.52,414.326,0.245
2000,4053602.0,153483296768.0,29.0,443.014,0.0
2001,4121341.0,153706151936.0,32.05,500.72,0.0
2002,4176799.0,161957806080.0,33.53,482.24,0.0
2003,4226417.0,171018076160.0,34.21,454.274,0.0
2004,4270407.0,189425549312.0,35.56,509.299,0.0
2005,4344645.0,205871267840.0,36.84,536.788,0.0
2006,4486581.0,226597797888.0,38.03,590.98,0.0
2007,4663262.0,249987809280.0,39.64,635.406,0.0
2008,4838404.0,257280245760.0,40.27,677.643,0.0
2009,5010707.0,258565505024.0,40.47,728.327,0.0
2010,5163585.0,301275578368.0,43.05,773.315,0.0
2011,5281351.0,323579838464.0,43.67,802.554,0.01
2012,5381003.0,336108421120.0,44.52,804.334,0.01
2013,5478063.0,352915685376.0,45.66,812.491,0.16
2014,5570505.0,365521141760.0,46.96,828.292,0.28
2015,5650020.0,372585824256.0,47.86,878.403,0.41
2016,5711936.0,380027207680.0,49.11,926.751,0.53
2017,5764489.0,396507480064.0,49.71,949.996,0.55
2018,5814543.0,410139852800.0,50.54,950.833,0.67
1985,5146573.0,60783828992.0,22.506,239.667,2.117
1986,5175412.0,63316652032.0,24.168,237.593,1.675
1987,5201175.0,64851091456.0,23.629,242.957,1.932
1988,5224911.0,66120765440.0,23.039,244.171,1.755
1989,5245120.0,66785525760.0,24.07,247.676,1.962
1990,5261310.0,65119608832.0,25.49,248.354,1.88
1991,5280230.0,55497322496.0,24.26,222.188,1.41
1992,5301897.0,51833806848.0,23.24,213.742,1.94
1993,5321863.0,55429943296.0,24.05,209.976,3.47
1994,5338814.0,58743312384.0,25.47,206.843,4.36
1995,5349999.0,63231098880.0,26.43,209.749,4.88
1996,5358288.0,67359354880.0,25.46,211.202,4.23
1997,5365829.0,71293222912.0,25.04,207.321,4.06
1998,5371086.0,73994518528.0,25.73,209.521,4.27
1999,5374617.0,73685016576.0,28.11,211.293,4.47
2000,5376700.0,74412965888.0,30.78,218.247,4.61
2001,5376457.0,76717629440.0,31.83,224.558,5.08
2002,5375206.0,80015532032.0,32.18,226.427,5.42
2003,5374381.0,84169826304.0,30.96,219.883,3.58
2004,5374932.0,88408940544.0,30.45,215.043,4.13
2005,5376251.0,94173028352.0,31.34,226.267,4.68
2006,5377239.0,101914034176.0,31.21,220.178,4.81
2007,5378381.0,112674938880.0,27.83,206.629,4.93
2008,5381641.0,118765707264.0,28.73,212.209,4.57
2009,5388934.0,112082665472.0,25.89,192.318,4.92
2010,5396428.0,117478088704.0,27.42,205.5,5.95
2011,5402686.0,120534253568.0,28.21,197.691,5.0
2012,5409283.0,122527850496.0,28.24,189.893,5.47
2013,5414744.0,124358402048.0,28.44,194.587,6.36
2014,5419572.0,127551856640.0,27.04,181.12,6.24
2015,5424449.0,132440055808.0,26.54,182.99,6.05
2016,5431205.0,136796127232.0,26.68,184.744,6.63
2017,5439418.0,140963397632.0,27.29,194.595,6.54
2018,5446746.0,146456461312.0,26.57,191.296,5.81
1990,1986030.0,36026961920.0,12.44,69.298,2.95
1991,1989799.0,32680462336.0,12.74,69.409,3.61
1992,1991344.0,30763878400.0,12.34,64.881,3.42
1993,1991685.0,31503259648.0,11.95,66.658,3.04
1994,1991454.0,33038143488.0,12.89,70.95,3.4
1995,1991115.0,35329814528.0,12.9,74.498,3.25
1996,1990671.0,36416385024.0,13.05,78.158,3.67
1997,1989831.0,38114369536.0,13.18,79.932,3.09
1998,1988287.0,39200575488.0,13.72,80.156,3.45
1999,1986263.0,41091821568.0,13.26,79.328,3.77
2000,1984339.0,42615771136.0,13.61,78.626,3.9
2001,1982489.0,43686670336.0,14.48,82.193,3.87
2002,1983769.0,45168627712.0,14.6,81.775,3.41
2003,1989413.0,46254137344.0,13.83,80.213,3.08
2004,1996731.0,48061218816.0,15.27,85.18,4.21
2005,2004780.0,49771966464.0,15.11,85.187,3.57
2006,2013577.0,52362579968.0,15.11,85.954,3.7
2007,2023230.0,55758200832.0,15.04,85.467,3.38
2008,2034037.0,57353908224.0,16.41,93.642,4.31
2009,2045578.0,52654862336.0,16.39,86.507,4.9
2010,2057294.0,53079736320.0,16.26,86.66,4.75
2011,2065457.0,53196414976.0,15.92,84.135,3.88
2012,2069365.0,51766657024.0,15.55,81.758,4.33
2013,2072374.0,51204718592.0,15.8,80.883,5.11
2014,2074923.0,52794142720.0,17.15,82.972,6.6
2015,2080865.0,54016270336.0,14.8,74.827,4.35
2016,2090020.0,55372836864.0,16.23,79.978,5.06
2017,2098396.0,58049191936.0,16.05,80.839,4.44
2018,2105931.0,60439879680.0,16.12,82.48,5.22
1985,33752964.0,218712375296.0,143.491,914.556,0.624
1986,34877840.0,218892222464.0,148.241,931.701,1.623
1987,36119328.0,223307087872.0,152.373,946.451,1.617
1988,37393848.0,232506867712.0,158.141,1042.3,3.162
1989,38668684.0,237353615360.0,163.359,995.722,2.759
1990,39877568.0,235128504320.0,167.226,1029.669,1.01
1991,40910964.0,237173669888.0,168.316,1022.248,1.98
1992,41760756.0,236546768896.0,168.09,1027.038,0.752
1993,42525444.0,244041351168.0,174.706,1025.258,0.146
1994,43267980.0,256732102656.0,181.69,1069.309,1.074
1995,43986088.0,269822885888.0,186.655,1117.516,0.529
1996,44661608.0,286805360640.0,200.092,1139.763,1.379
1997,45285052.0,300044517376.0,210.362,1165.543,2.238
1998,45852172.0,307359744000.0,205.374,1145.026,1.826
1999,46364680.0,320626884608.0,203.012,1183.745,0.923
2000,46813272.0,340328906752.0,196.47,1185.383,1.78
2001,47229712.0,356322443264.0,196.54,1191.536,2.45
2002,47661516.0,376468996096.0,203.58,1161.125,2.8
2003,48104044.0,394999857152.0,218.25,1257.957,1.19
2004,48556064.0,420863967232.0,228.23,1372.772,1.32
2005,49017156.0,451561291776.0,229.22,1299.378,1.74
2006,49491764.0,485980667904.0,236.6,1326.061,3.28
2007,49996096.0,521805725696.0,246.81,1362.193,1.29
2008,50565816.0,548744658944.0,240.72,1459.696,1.65
2009,51170780.0,550669123584.0,231.6,1453.214,1.86
2010,51784928.0,578235138048.0,242.99,1462.799,2.51
2011,52443320.0,608683556864.0,244.48,1444.958,2.48
2012,53145036.0,622114308096.0,240.9,1422.703,1.65
2013,53873608.0,637619470336.0,238.51,1429.005,1.61
2014,54729556.0,648455192576.0,236.56,1445.511,3.38
2015,55876504.0,656850354176.0,231.95,1416.613,5.99
2016,56422272.0,658694340608.0,235.99,1480.322,7.69
2017,56641208.0,668014870528.0,237.89,1474.569,10.03
2018,57339632.0,673272168448.0,237.03,1418.704,12.21
1985,41232700.0,361514860544.0,62.667,624.169,3.185
1986,41808708.0,402092261376.0,69.681,700.47,3.11
1987,42405260.0,452221960192.0,80.251,776.487,3.965
1988,42988456.0,506050969600.0,93.109,866.703,1.987
1989,43567516.0,541627580416.0,103.624,942.222,2.964
1990,44120040.0,594764496896.0,118.461,1066.037,4.685
1991,44487412.0,651871518720.0,131.616,1205.615,3.487
1992,44703708.0,687368699904.0,146.439,1359.716,3.099
1993,44932856.0,729369280512.0,161.901,1491.08,4.231
1994,45165784.0,791073914880.0,183.366,1607.975,2.349
1995,45393416.0,860793733120.0,203.546,1756.939,3.012
1996,45660164.0,919812636672.0,225.846,1940.434,2.83
1997,45962392.0,967604961280.0,246.587,2131.123,2.896
1998,46250260.0,908368084992.0,237.197,1948.724,4.343
1999,46520448.0,1004162449408.0,262.152,2123.568,4.257
2000,46788588.0,1086261690368.0,272.51,2245.913,4.06
2001,47064784.0,1127616217088.0,291.93,2300.119,4.21
2002,47320664.0,1203066634240.0,311.38,2406.09,3.39
2003,47539740.0,1229830488064.0,324.17,2483.298,5.06
2004,47727288.0,1281243873280.0,346.17,2541.355,4.62
2005,47889576.0,1322354606080.0,364.38,2627.459,4.02
2006,48049348.0,1381281431552.0,379.64,2670.581,3.94
2007,48220600.0,1446721486848.0,402.78,2750.528,4.42
2008,48398632.0,1477425233920.0,419.76,2796.214,4.39
2009,48588024.0,1477640585216.0,426.91,2811.591,4.65
2010,48813036.0,1562822836224.0,477.69,3037.211,5.82
2011,49169880.0,1609219833856.0,500.36,3177.892,7.26
2012,49634188.0,1646108213248.0,511.28,3216.42,7.6
2013,50098228.0,1693809246208.0,517.21,3228.407,9.44
2014,50558044.0,1750416228352.0,524.59,3256.654,11.66
2015,50994396.0,1799248019456.0,524.69,3314.042,13.49
2016,51309984.0,1849123405824.0,536.04,3412.538,16.17
2017,51511640.0,1907555696640.0,541.06,3446.665,19.68
2018,51676900.0,1958392102912.0,562.28,3505.189,24.52
1985,38471924.0,566076964864.0,126.562,922.283,31.898
1986,38590808.0,589787037696.0,128.537,941.692,27.032
1987,38694532.0,632511266816.0,132.665,976.362,27.946
1988,38781724.0,674538651648.0,138.759,1019.785,35.919
1989,38847320.0,719939436544.0,147.055,1068.388,19.946
1990,38889888.0,756125007872.0,151.21,1068.754,26.03
1991,38997064.0,787366543360.0,154.75,1106.518,27.81
1992,39202248.0,805944623104.0,156.69,1159.128,19.6
1993,39420540.0,799270240256.0,155.46,1121.501,25.13
1994,39623732.0,827806515200.0,160.9,1174.692,29.06
1995,39814568.0,865578975232.0,165.6,1219.41,24.38
1996,39996476.0,895966511104.0,173.37,1266.568,41.25
1997,40180048.0,937387425792.0,189.14,1336.445,36.97
1998,40362356.0,988972449792.0,193.39,1400.882,36.89
1999,40542232.0,1044700856320.0,205.63,1443.704,27.21
2000,40741652.0,1108745388032.0,220.92,1527.637,34.49
2001,40966448.0,1164389515264.0,233.07,1597.853,49.3
2002,41477652.0,1206112747520.0,239.91,1615.075,33.17
2003,42230268.0,1254542540800.0,257.3,1706.87,55.75
2004,42959672.0,1307501395968.0,273.65,1769.33,50.13
2005,43685372.0,1365024047104.0,284.46,1781.447,42.27
2006,44422824.0,1434224295936.0,295.26,1807.2,52.15
2007,45245784.0,1498934280192.0,301.53,1846.826,58.3
2008,45966544.0,1528105271296.0,310.67,1795.815,62.15
2009,46367772.0,1486563442688.0,291.53,1664.806,74.08
2010,46572776.0,1498927202304.0,298.15,1709.882,97.77
2011,46729232.0,1495441604608.0,291.37,1677.629,87.53
2012,46756084.0,1453746159616.0,293.77,1668.326,86.97
2013,46603460.0,1429213675520.0,281.46,1584.891,111.41
2014,46464548.0,1450312204288.0,274.94,1555.551,110.26
2015,46431344.0,1497526566912.0,277.47,1574.962,97.08
2016,46473320.0,1417044295680.0,271.19,1589.974,104.63
2017,46584168.0,1458021990400.0,272.9,1608.111,87.93
2018,46792044.0,1492300201984.0,271.87,1637.08,103.87
1985,16092339.0,56399376384.0,2.465,25.696,2.396
1986,16317998.0,59240607744.0,2.652,27.047,2.645
1987,16547143.0,59820584960.0,2.707,27.813,2.177
1988,16773736.0,61408886784.0,2.798,27.516,2.597
1989,16990582.0,63032209408.0,2.858,26.795,2.801
1990,17204098.0,67098669056.0,3.15,29.887,3.145
1991,17416596.0,74080436224.0,3.377,29.827,3.117
1992,17624462.0,71480508416.0,3.54,31.998,2.9
1993,17825610.0,76299010048.0,3.979,34.901,3.796
1994,18011746.0,81620721664.0,4.387,37.809,4.089
1995,18177570.0,85976457216.0,4.8,40.738,4.514
1996,18322504.0,95501516800.0,4.528,42.855,3.252
1997,18449120.0,104208875520.0,5.144,44.234,3.447
1998,18560806.0,101234851840.0,5.675,47.156,3.915
1999,18670408.0,102672506880.0,6.281,50.719,4.181
2000,18776374.0,109929504768.0,6.45,53.547,3.17
2001,18920278.0,106524524544.0,6.53,52.033,3.09
2002,19110706.0,109263151104.0,6.8,53.509,2.68
2003,19303182.0,114821947392.0,7.41,55.062,3.27
2004,19490434.0,120199782400.0,7.88,53.507,2.94
2005,19673866.0,126997200896.0,8.93,61.786,3.43
2006,19870706.0,136077287424.0,8.42,66.334,3.86
2007,20078652.0,144588128256.0,9.51,67.44,3.93
2008,20285640.0,152344330240.0,9.62,63.576,4.12
2009,20482484.0,156834529280.0,9.61,64.46,3.91
2010,20668556.0,168381513728.0,10.44,69.616,5.67
2011,20859746.0,181535899648.0,11.19,75.579,4.7
2012,21017150.0,198073286656.0,11.36,77.952,3.45
2013,21131762.0,204781568000.0,11.66,79.214,7.12
2014,21239448.0,215248519168.0,11.97,85.122,4.84
2015,21336692.0,226113847296.0,12.73,95.523,6.32
2016,21425494.0,236870762496.0,13.69,104.517,4.63
2017,21506816.0,245345992704.0,14.69,101.647,4.53
2018,21580712.0,253457137664.0,14.97,105.246,6.99
1985,8389918.0,215471751168.0,137.14,691.626,72.796
1986,8411798.0,220206333952.0,138.651,716.907,62.919
1987,8438000.0,226880372736.0,146.571,701.871,73.819
1988,8468135.0,231720042496.0,146.23,685.929,71.929
1989,8504982.0,237234962432.0,143.091,670.826,73.944
1990,8548407.0,240234004480.0,145.98,682.312,74.45
1991,8594170.0,237965099008.0,146.97,647.093,65.11
1992,8640277.0,235763220480.0,145.93,651.966,76.37
1993,8683403.0,231559217152.0,145.26,644.957,76.87
1994,8723467.0,241527455744.0,142.7,645.039,61.4
1995,8758496.0,251744239616.0,148.28,652.437,70.55
1996,8785493.0,256500908032.0,140.61,633.993,54.0
1997,8807868.0,264172109824.0,149.21,656.358,72.03
1998,8828629.0,276042121216.0,158.79,710.334,78.1
1999,8848881.0,289704280064.0,154.84,689.672,74.75
2000,8871042.0,303455109120.0,145.23,639.47,83.14
2001,8896748.0,308399210496.0,161.6,685.889,83.32
2002,8926011.0,317464870912.0,146.7,642.011,71.15
2003,8961506.0,326406144000.0,135.39,615.181,58.73
2004,9004263.0,341905244160.0,151.69,662.642,68.18
2005,9051739.0,354498740224.0,158.36,679.983,81.22
2006,9104724.0,372237959168.0,143.28,639.75,71.06
2007,9164274.0,387885170688.0,148.82,649.478,77.43
2008,9229282.0,388983685120.0,149.9,640.233,81.41
2009,9301413.0,373029306368.0,136.6,586.75,79.81
2010,9381722.0,399841820672.0,148.45,623.752,82.09
2011,9467384.0,397621100544.0,150.28,614.717,84.09
2012,9555984.0,396489588736.0,166.44,652.446,98.31
2013,9648935.0,401409179648.0,153.03,611.276,82.69
2014,9747507.0,411859910656.0,153.56,608.458,85.75
2015,9849344.0,428683493376.0,162.0,629.151,102.5
2016,9953322.0,443163607040.0,155.89,617.913,89.13
2017,10058191.0,454543736832.0,164.23,637.866,95.06
2018,10162300.0,463407448064.0,163.36,624.849,91.15
1985,6469830.0,193084801024.0,56.338,323.777,32.417
1986,6503525.0,203695226880.0,57.41,339.863,33.363
1987,6544455.0,211297730560.0,59.734,337.861,35.186
1988,6592667.0,217769050112.0,60.536,340.438,36.308
1989,6646209.0,225335066624.0,54.611,318.163,30.304
1990,6711685.0,234154442752.0,56.015,331.625,30.237
1991,6795392.0,236259213312.0,58.062,340.572,32.518
1992,6873188.0,240475389952.0,59.518,346.055,33.192
1993,6936123.0,244573601792.0,61.556,345.474,36.276
1994,6991543.0,252214820864.0,66.134,362.976,39.628
1995,7038302.0,258065989632.0,62.863,343.995,35.752
1996,7069694.0,264364883968.0,57.328,332.291,29.37
1997,7086993.0,275430572032.0,62.902,355.316,34.713
1998,7108225.0,288736575488.0,63.288,357.326,34.175
1999,7142199.0,298852253696.0,68.617,373.426,40.77
2000,7182052.0,316330344448.0,66.12,364.336,37.68
2001,7224413.0,326784483328.0,71.05,389.127,42.2
2002,7276479.0,333238534144.0,65.41,362.244,36.1
2003,7330729.0,339510165504.0,65.34,358.359,35.72
2004,7381153.0,355558785024.0,63.87,353.16,34.76
2005,7428437.0,373064302592.0,57.8,338.784,32.29
2006,7475014.0,395138629632.0,62.13,352.537,32.13
2007,7541909.0,419030794240.0,66.43,348.594,36.48
2008,7638288.0,436420476928.0,67.04,360.189,37.33
2009,7734402.0,434943557632.0,66.67,359.157,37.03
2010,7822444.0,455990116352.0,66.05,349.78,37.47
2011,7910988.0,472720965632.0,62.88,332.034,34.02
2012,7995738.0,477669457920.0,68.13,350.93,40.53
2013,8088370.0,486174916608.0,68.69,360.046,40.67
2014,8187792.0,495886106624.0,70.08,343.728,40.67
2015,8281735.0,500062388224.0,66.07,336.097,41.12
2016,8372902.0,508579282944.0,61.1,316.121,37.81
2017,8451688.0,517730729984.0,60.15,316.847,37.76
2018,8514431.0,531971145728.0,66.29,321.795,38.88
2000,16307659.0,125737189376.0,23.9,217.777,3.22
2001,16727949.0,125802782720.0,25.32,215.206,3.4
2002,17164026.0,128537526272.0,26.49,232.927,2.46
2003,17611356.0,121572827136.0,27.94,226.197,2.76
2004,18084010.0,125609369600.0,30.4,251.643,4.16
2005,18583556.0,129115660288.0,33.09,284.303,4.31
2006,19432012.0,131435757568.0,35.28,296.287,3.94
2007,20703000.0,134655729664.0,36.52,305.68,3.47
2008,21474060.0,136279523328.0,38.74,310.272,2.87
2009,21827222.0,139559239680.0,40.83,290.352,1.88
2010,22337558.0,139183456256.0,43.79,300.483,2.6
2011,22730734.0,125945634816.0,39.55,272.005,3.28
2012,22605582.0,98618941440.0,33.16,210.197,3.22
2013,21495830.0,80675889152.0,23.8,154.282,2.98
2014,20072232.0,66107252736.0,20.1,137.033,2.33
2015,19205178.0,54829457408.0,16.96,122.003,0.42
2016,18964252.0,53942173696.0,17.18,118.859,0.93
2017,18983370.0,55368777728.0,17.38,119.593,0.76
2018,19333464.0,56710615040.0,17.14,139.978,0.76
1985,19511876.0,206396293120.0,55.557,397.343,6.004
1986,19761802.0,230398771200.0,62.334,432.425,6.134
1987,19995934.0,267740872704.0,69.179,468.093,5.512
1988,20211368.0,280142610432.0,76.261,517.021,4.677
1989,20404386.0,303193423872.0,84.058,548.734,5.059
1990,20586176.0,319544655872.0,90.194,584.58,6.593
1991,20770622.0,345041731584.0,99.178,618.122,4.097
1992,20952226.0,372335116288.0,105.53,656.759,6.818
1993,21125720.0,396245794816.0,115.206,694.728,4.342
1994,21293440.0,424444067840.0,124.635,737.265,5.318
1995,21455818.0,450424700928.0,133.117,783.61,5.223
1996,21612430.0,476536045568.0,141.962,816.115,5.213
1997,21764850.0,503887069184.0,150.486,864.061,5.771
1998,21913670.0,523233591296.0,163.228,916.047,6.809
1999,22057216.0,556406079488.0,169.065,958.345,5.81
2000,22194740.0,590045511680.0,180.53,1019.305,5.58
2001,22333124.0,580535844864.0,184.45,1050.969,6.38
2002,22469622.0,610723430400.0,195.25,1096.776,4.36
2003,22593682.0,633632587776.0,205.19,1146.048,4.78
2004,22703098.0,672471777280.0,215.06,1194.548,5.05
2005,22796312.0,706377285632.0,223.66,1210.244,5.97
2006,22874972.0,743466663936.0,231.62,1242.206,6.18
2007,22942314.0,789092106240.0,239.19,1294.336,6.71
2008,22998324.0,791831511040.0,234.83,1251.61,6.68
2009,23044086.0,776672313344.0,226.74,1218.387,6.27
2010,23083086.0,856202805248.0,244.0,1306.276,7.05
2011,23143076.0,885618245632.0,249.27,1300.001,7.36
2012,23234064.0,903889158144.0,247.43,1288.127,9.04
2013,23330332.0,923794866176.0,249.15,1315.755,9.2
2014,23422504.0,960945848320.0,256.84,1344.988,8.23
2015,23512136.0,967876935680.0,255.11,1343.74,8.76
2016,23594476.0,981422637056.0,260.81,1352.724,11.01
2017,23665028.0,1013917548544.0,266.93,1350.777,10.67
2018,23726186.0,1041749573632.0,272.18,1369.142,10.84
2000,6273001.0,10735309824.0,13.98,58.81,13.77
2001,6408813.0,11697939456.0,14.23,61.559,14.06
2002,6541758.0,12792779776.0,15.14,63.335,15.01
2003,6672497.0,14027435008.0,16.33,66.608,16.17
2004,6801206.0,15391066112.0,16.32,67.842,16.18
