year,country,iso_code,biofuel_consumption,coal_consumption,fossil_fuel_consumption,gas_consumption,hydro_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,renewables_consumption,solar_consumption,wind_consumption,non_renewables_consumption,total_consumption,continents
1994,Austria,AUT,0.074,35.454,240.442,69.751,105.587,0.0,135.236,3.864,109.528,0.003,0.0,480.883,590.411,Europe
1995,Austria,AUT,0.131,40.339,251.358,76.157,109.607,0.0,134.862,5.929,115.673,0.003,0.003,502.716,618.389,Europe
1996,Austria,AUT,0.129,40.51,261.107,81.061,101.177,0.0,139.536,5.074,106.397,0.003,0.015,522.214,628.611,Europe
1997,Austria,AUT,0.152,42.968,262.825,78.126,106.763,0.0,141.731,5.463,112.443,0.006,0.059,525.65,638.093,Europe
1998,Austria,AUT,0.156,37.829,265.213,80.207,109.892,0.0,147.177,5.883,116.069,0.006,0.133,530.426,646.495,Europe
1999,Austria,AUT,0.184,37.685,264.264,81.928,120.347,0.0,144.651,5.098,125.785,0.006,0.151,528.528,654.313,Europe
2000,Austria,AUT,0.198,42.47,262.425,78.205,123.708,0.0,141.749,4.879,128.991,0.009,0.198,524.849,653.84,Europe
2001,Austria,AUT,0.227,43.879,280.447,82.882,118.85,0.0,153.686,5.324,124.921,0.015,0.505,560.894,685.815,Europe
2002,Austria,AUT,0.235,44.58,282.885,81.485,117.416,0.0,156.82,4.852,123.122,0.026,0.593,565.77,688.892,Europe
2003,Austria,AUT,0.244,47.548,307.114,89.63,96.328,0.0,169.936,5.464,103.14,0.044,1.061,614.228,717.368,Europe
2004,Austria,AUT,0.249,46.576,302.397,90.492,105.936,0.0,165.328,6.574,115.473,0.052,2.663,604.793,720.266,Europe
2005,Austria,AUT,0.946,46.731,306.634,95.277,106.219,0.0,164.626,7.788,118.825,0.06,3.812,613.268,732.093,Europe
2006,Austria,AUT,3.397,46.675,300.716,89.532,101.456,0.0,164.51,10.388,120.292,0.064,4.987,601.433,721.725,Europe
2007,Austria,AUT,3.955,45.045,284.412,84.709,104.776,0.0,154.658,13.02,127.58,0.069,5.76,568.824,696.404,Europe
2008,Austria,AUT,4.808,44.525,288.421,90.686,107.708,0.0,153.21,13.336,131.589,0.085,5.652,576.842,708.431,Europe
2009,Austria,AUT,6.101,33.461,267.23,88.319,114.212,0.0,145.45,13.709,139.615,0.137,5.457,534.46,674.075,Europe
2010,Austria,AUT,5.947,39.344,287.39,96.128,106.481,0.0,151.918,14.365,132.767,0.247,5.729,574.78,707.547,Europe
2011,Austria,AUT,5.976,40.411,275.227,90.418,94.449,0.0,144.398,14.595,120.841,0.48,5.341,550.454,671.295,Europe
2012,Austria,AUT,5.913,37.621,265.732,86.241,120.228,0.0,141.87,14.975,148.792,0.925,6.751,531.464,680.256,Europe
2013,Austria,AUT,5.204,38.131,266.151,82.005,114.513,0.0,146.015,15.036,145.053,1.706,8.594,532.302,677.355,Europe
2014,Austria,AUT,6.467,35.021,250.132,75.11,111.093,0.0,140.001,14.561,144.666,2.127,10.419,500.264,644.93,Europe
2015,Austria,AUT,7.703,37.999,256.637,79.681,100.062,0.0,138.957,14.884,138.208,2.524,13.035,513.274,651.482,Europe
2016,Austria,AUT,6.384,35.448,262.339,83.422,107.005,0.0,143.469,15.308,145.645,2.934,14.014,524.678,670.323,Europe
2017,Austria,AUT,5.569,36.565,273.11,90.699,101.911,0.0,145.847,15.748,144.094,3.377,17.489,546.221,690.315,Europe
2018,Austria,AUT,5.817,32.285,267.331,86.869,99.58,0.0,148.177,15.78,140.982,3.85,15.955,534.662,675.644,Europe
2019,Austria,AUT,5.852,33.945,276.533,89.004,107.616,0.0,153.584,14.902,152.495,4.487,19.638,553.066,705.561,Europe
2020,Austria,AUT,4.977,29.032,247.937,85.272,110.299,0.0,133.632,14.688,153.165,5.365,17.837,495.873,649.038,Europe
2021,Austria,AUT,4.996,29.934,257.993,90.139,101.4,0.0,137.92,14.338,145.652,7.281,17.637,515.986,661.638,Europe
2022,Austria,AUT,4.775,28.292,241.898,79.128,92.647,0.0,134.479,14.99,139.693,8.391,18.889,483.797,623.49,Europe
1985,Azerbaijan,AZE,0.0,1.07,231.069,132.814,3.881,0.0,97.186,0.0,3.881,0.0,0.0,462.139,466.02,Asia
1986,Azerbaijan,AZE,0.0,1.07,250.456,147.569,2.378,0.0,101.817,0.0,2.378,0.0,0.0,500.912,503.29,Asia
1987,Azerbaijan,AZE,0.0,1.07,242.644,145.748,2.378,0.0,95.827,0.0,2.378,0.0,0.0,485.289,487.667,Asia
1988,Azerbaijan,AZE,0.0,1.07,243.14,143.926,2.065,0.0,98.143,0.0,2.065,0.0,0.0,486.279,488.344,Asia
1989,Azerbaijan,AZE,0.0,1.07,247.987,151.216,2.065,0.0,95.701,0.0,2.065,0.0,0.0,495.974,498.039,Asia
1990,Azerbaijan,AZE,0.0,1.035,255.649,154.219,4.903,0.0,100.395,0.0,4.903,0.0,0.0,511.298,516.201,Asia
1991,Azerbaijan,AZE,0.0,0.779,245.149,147.569,5.202,0.0,96.801,0.0,5.202,0.0,0.0,490.298,495.5,Asia
1992,Azerbaijan,AZE,0.0,0.14,209.227,114.768,5.167,0.0,94.319,0.0,5.167,0.0,0.0,418.454,423.621,Asia
1993,Azerbaijan,AZE,0.0,0.035,178.807,84.716,7.174,0.0,94.055,0.0,7.174,0.0,0.0,357.613,364.787,Asia
1994,Azerbaijan,AZE,0.0,0.047,165.453,79.248,5.411,0.0,86.159,0.0,5.411,0.0,0.0,330.907,336.318,Asia
1995,Azerbaijan,AZE,0.0,0.035,156.047,78.335,4.601,0.0,77.677,0.0,4.601,0.0,0.0,312.094,316.695,Asia
1996,Azerbaijan,AZE,0.0,0.035,127.196,57.389,4.545,0.0,69.772,0.0,4.545,0.0,0.0,254.392,258.937,Asia
1997,Azerbaijan,AZE,0.0,0.035,121.092,54.655,5.062,0.0,66.403,0.0,5.062,0.0,0.0,242.185,247.247,Asia
1998,Azerbaijan,AZE,0.0,0.0,120.876,51.003,5.769,0.0,69.873,0.0,5.769,0.0,0.0,241.752,247.521,Asia
1999,Azerbaijan,AZE,0.0,0.0,121.9,54.655,4.453,0.0,67.245,0.0,4.453,0.0,0.0,243.8,248.253,Asia
2000,Azerbaijan,AZE,0.0,0.0,127.519,52.829,4.536,0.0,74.691,0.0,4.536,0.0,0.0,255.039,259.575,Asia
2001,Azerbaijan,AZE,0.0,0.035,123.405,75.776,3.822,0.0,47.594,0.0,3.822,0.0,0.0,246.81,250.632,Asia
2002,Azerbaijan,AZE,0.0,0.023,119.713,75.991,5.896,0.0,43.698,0.0,5.896,0.0,0.0,239.425,245.321,Asia
2003,Azerbaijan,AZE,0.0,0.035,128.872,77.925,7.163,0.0,50.912,0.0,7.163,0.0,0.0,257.744,264.907,Asia
2004,Azerbaijan,AZE,0.0,0.011,145.959,91.375,7.939,0.0,54.573,0.0,7.939,0.0,0.0,291.918,299.857,Asia
2005,Azerbaijan,AZE,0.0,0.037,158.22,94.384,8.617,0.0,63.799,0.0,8.617,0.0,0.0,316.44,325.057,Asia
2006,Azerbaijan,AZE,0.0,0.037,156.927,99.777,7.165,0.0,57.113,0.0,7.165,0.0,0.0,313.854,321.019,Asia
2007,Azerbaijan,AZE,0.0,0.058,144.387,87.85,6.684,0.0,56.479,0.0,6.684,0.0,0.0,288.774,295.458,Asia
2008,Azerbaijan,AZE,0.0,0.045,146.121,100.508,6.272,0.0,45.568,0.0,6.272,0.0,0.0,292.242,298.514,Asia
2009,Azerbaijan,AZE,0.0,0.049,124.404,85.82,6.447,0.0,38.535,0.0,6.453,0.0,0.006,248.808,255.261,Asia
2010,Azerbaijan,AZE,0.0,0.048,119.375,81.58,9.565,0.0,37.746,0.0,9.567,0.0,0.001,238.749,248.316,Asia
2011,Azerbaijan,AZE,0.0,0.042,139.215,89.345,7.382,0.0,49.828,0.0,7.382,0.0,0.0,278.43,285.812,Asia
2012,Azerbaijan,AZE,0.0,0.043,146.175,93.766,4.993,0.0,52.366,0.0,4.993,0.0,0.0,292.35,297.343,Asia
2013,Azerbaijan,AZE,0.0,0.038,150.376,94.182,4.058,0.0,56.155,0.214,4.277,0.002,0.002,300.751,305.028,Asia
2014,Azerbaijan,AZE,0.0,0.024,153.474,98.544,3.521,0.0,54.906,0.278,3.813,0.008,0.006,306.948,310.761,Asia
2015,Azerbaijan,AZE,0.0,0.035,167.28,111.466,4.41,0.0,55.78,0.29,4.725,0.012,0.012,334.561,339.286,Asia
2016,Azerbaijan,AZE,0.0,0.014,164.81,109.306,5.245,0.0,55.49,0.279,5.679,0.094,0.061,329.62,335.299,Asia
2017,Azerbaijan,AZE,0.0,0.012,162.238,106.166,4.648,0.0,56.06,0.272,5.077,0.099,0.059,324.476,329.553,Asia
2018,Azerbaijan,AZE,0.0,0.008,166.29,108.158,4.678,0.0,58.124,0.259,5.259,0.104,0.219,332.58,337.839,Asia
2019,Azerbaijan,AZE,0.0,0.008,174.72,117.892,4.125,0.0,56.82,0.313,4.832,0.117,0.278,349.44,354.272,Asia
2020,Azerbaijan,AZE,0.0,0.005,179.605,123.668,2.809,0.0,55.932,0.32,3.505,0.123,0.252,359.21,362.715,Asia
2021,Azerbaijan,AZE,0.0,0.002,191.648,128.174,3.342,0.0,63.472,0.308,4.034,0.144,0.239,383.296,387.33,Asia
2022,Azerbaijan,AZE,0.0,0.002,189.331,121.015,4.158,0.0,68.315,0.328,4.861,0.159,0.217,378.663,383.524,Asia
1971,Bangladesh,BGD,0.0,1.087,12.889,3.667,0.517,0.0,8.135,0.0,0.517,0.0,0.0,25.778,26.295,Asia
1972,Bangladesh,BGD,0.0,1.087,14.673,3.667,0.517,0.0,9.919,0.0,0.517,0.0,0.0,29.346,29.863,Asia
1973,Bangladesh,BGD,0.0,1.413,18.501,5.881,0.979,0.0,11.208,0.0,0.979,0.0,0.0,37.003,37.982,Asia
1974,Bangladesh,BGD,0.0,1.256,20.028,7.113,0.719,0.0,11.66,0.0,0.719,0.0,0.0,40.057,40.776,Asia
1975,Bangladesh,BGD,0.0,1.453,20.042,4.957,1.289,0.0,13.632,0.0,1.289,0.0,0.0,40.084,41.373,Asia
1976,Bangladesh,BGD,0.0,1.436,23.432,7.248,1.461,0.0,14.749,0.0,1.461,0.0,0.0,46.865,48.326,Asia
1977,Bangladesh,BGD,0.0,1.5,24.146,8.123,1.292,0.0,14.523,0.0,1.292,0.0,0.0,48.292,49.584,Asia
1978,Bangladesh,BGD,0.0,1.453,25.528,8.614,1.496,0.0,15.46,0.0,1.496,0.0,0.0,51.055,52.551,Asia
1979,Bangladesh,BGD,0.0,1.081,28.059,9.866,1.736,0.0,17.112,0.0,1.736,0.0,0.0,56.118,57.854,Asia
1980,Bangladesh,BGD,0.0,1.444,33.026,12.291,1.724,0.0,19.291,0.0,1.724,0.0,0.0,66.052,67.776,Asia
1981,Bangladesh,BGD,0.0,1.485,34.992,13.614,1.848,0.0,19.893,0.0,1.848,0.0,0.0,69.984,71.832,Asia
1982,Bangladesh,BGD,0.0,1.799,39.095,17.675,1.547,0.0,19.621,0.0,1.547,0.0,0.0,78.19,79.737,Asia
1983,Bangladesh,BGD,0.0,1.018,38.233,19.667,1.958,0.0,17.547,0.0,1.958,0.0,0.0,76.465,78.423,Asia
1984,Bangladesh,BGD,0.0,0.407,40.79,22.701,2.652,0.0,17.682,0.0,2.652,0.0,0.0,81.58,84.232,Asia
1985,Bangladesh,BGD,0.0,0.57,46.089,25.78,2.185,0.0,19.739,0.0,2.185,0.0,0.0,92.178,94.363,Asia
1986,Bangladesh,BGD,0.0,0.86,51.206,29.07,1.331,0.0,21.275,0.0,1.331,0.0,0.0,102.411,103.742,Asia
1987,Bangladesh,BGD,0.0,1.354,56.456,34.156,1.529,0.0,20.945,0.0,1.529,0.0,0.0,112.911,114.44,Asia
1988,Bangladesh,BGD,0.0,1.395,62.58,40.201,1.996,0.0,20.984,0.0,1.996,0.0,0.0,125.16,127.156,Asia
1989,Bangladesh,BGD,0.0,1.453,66.894,42.499,2.72,0.0,22.942,0.0,2.72,0.0,0.0,133.788,136.508,Asia
1990,Bangladesh,BGD,0.0,3.273,71.242,45.742,2.614,0.0,22.228,0.0,2.614,0.0,0.0,142.485,145.099,Asia
1991,Bangladesh,BGD,0.0,1.046,68.777,47.107,2.478,0.0,20.623,0.0,2.478,0.0,0.0,137.553,140.031,Asia
1992,Bangladesh,BGD,0.0,0.982,75.357,51.37,2.354,0.0,23.004,0.0,2.354,0.0,0.0,150.713,153.067,Asia
1993,Bangladesh,BGD,0.0,0.366,83.638,57.503,1.798,0.0,25.769,0.0,1.798,0.0,0.0,167.276,169.074,Asia
1994,Bangladesh,BGD,0.0,0.343,88.186,60.986,2.505,0.0,26.857,0.0,2.505,0.0,0.0,176.372,178.877,Asia
1995,Bangladesh,BGD,0.0,3.732,106.009,67.423,1.1,0.0,34.853,0.0,1.1,0.0,0.0,212.017,213.117,Asia
1996,Bangladesh,BGD,0.0,2.046,110.017,72.365,2.185,0.0,35.606,0.0,2.185,0.0,0.0,220.034,222.219,Asia
1997,Bangladesh,BGD,0.0,3.755,115.765,71.133,2.126,0.0,40.877,0.0,2.126,0.0,0.0,231.53,233.656,Asia
1998,Bangladesh,BGD,0.0,1.081,123.001,76.864,2.558,0.0,45.056,0.0,2.558,0.0,0.0,246.002,248.56,Asia
1999,Bangladesh,BGD,0.0,0.535,124.522,83.804,2.463,0.0,40.184,0.0,2.463,0.0,0.0,249.045,251.508,Asia
2000,Bangladesh,BGD,0.0,3.836,133.906,90.582,2.215,0.0,39.488,0.0,2.215,0.0,0.0,267.812,270.027,Asia
2001,Bangladesh,BGD,0.0,4.069,152.668,101.432,2.917,0.0,47.167,0.0,2.917,0.0,0.0,305.336,308.253,Asia
2002,Bangladesh,BGD,0.0,4.249,153.837,106.711,2.186,0.0,42.876,0.0,2.186,0.0,0.0,307.673,309.859,Asia
2003,Bangladesh,BGD,0.0,4.063,162.741,114.784,2.172,0.0,43.894,0.0,2.175,0.003,0.0,325.482,327.657,Asia
2004,Bangladesh,BGD,0.0,4.069,172.915,123.402,2.158,0.0,45.444,0.0,2.164,0.005,0.0,345.83,347.994,Asia
2005,Bangladesh,BGD,0.0,8.348,187.493,132.634,2.145,0.0,46.511,0.0,2.154,0.01,0.0,374.986,377.14,Asia
2006,Bangladesh,BGD,0.0,12.684,203.058,143.634,2.131,0.0,46.741,0.0,2.151,0.015,0.005,406.117,408.268,Asia
2007,Bangladesh,BGD,0.0,10.351,208.02,153.364,2.118,0.0,44.304,0.0,2.148,0.025,0.005,416.039,418.187,Asia
2008,Bangladesh,BGD,0.0,10.896,219.569,163.764,2.67,0.0,44.909,0.0,2.72,0.043,0.008,439.138,441.858,Asia
2009,Bangladesh,BGD,0.0,13.615,242.426,187.467,1.165,0.0,41.344,0.001,1.25,0.07,0.014,484.852,486.102,Asia
2010,Bangladesh,BGD,0.0,8.676,248.015,192.537,2.023,0.0,46.802,0.002,2.162,0.123,0.014,496.03,498.192,Asia
2011,Bangladesh,BGD,0.0,12.916,268.757,195.821,2.406,0.0,60.02,0.003,2.584,0.161,0.014,537.514,540.098,Asia
2012,Bangladesh,BGD,0.0,10.657,292.377,213.363,2.13,0.0,68.357,0.004,2.397,0.249,0.014,584.754,587.151,Asia
2013,Bangladesh,BGD,0.0,14.76,304.343,219.528,1.985,0.0,70.055,0.005,2.357,0.353,0.014,608.686,611.043,Asia
2014,Bangladesh,BGD,0.0,9.351,316.264,230.223,1.535,0.0,76.69,0.006,2.006,0.452,0.014,632.528,634.534,Asia
2015,Bangladesh,BGD,0.0,30.633,382.249,258.541,2.419,0.0,93.075,0.011,2.978,0.534,0.014,764.498,767.476,Asia
2016,Bangladesh,BGD,0.0,23.036,383.013,264.509,2.368,0.0,95.468,0.012,2.983,0.589,0.014,766.026,769.009,Asia
2017,Bangladesh,BGD,0.0,25.117,400.093,265.927,2.74,0.0,109.049,0.012,3.44,0.674,0.014,800.186,803.626,Asia
2018,Bangladesh,BGD,0.0,28.569,427.451,274.29,2.29,0.0,124.592,0.012,3.043,0.728,0.013,854.902,857.945,Asia
2019,Bangladesh,BGD,0.0,48.065,479.639,309.344,2.17,0.0,122.231,0.012,3.059,0.864,0.013,959.279,962.338,Asia
2020,Bangladesh,BGD,0.0,52.347,454.184,299.153,1.84,0.0,102.684,0.012,2.888,1.022,0.013,908.368,911.256,Asia
2021,Bangladesh,BGD,0.0,42.311,476.127,305.959,1.784,0.0,127.857,0.012,3.348,1.538,0.013,952.254,955.602,Asia
2022,Bangladesh,BGD,0.0,49.942,494.742,291.98,2.021,0.0,152.82,0.012,3.761,1.715,0.013,989.484,993.245,Asia
1985,Belarus,BLR,0.0,25.112,407.985,86.532,0.059,0.0,296.34,0.0,0.059,0.0,0.0,815.969,816.028,Europe
1986,Belarus,BLR,0.0,27.472,465.779,88.189,0.059,0.0,350.119,0.0,0.059,0.0,0.0,931.559,931.618,Europe
1987,Belarus,BLR,0.0,26.711,472.56,99.543,0.059,0.0,346.306,0.0,0.059,0.0,0.0,945.12,945.179,Europe
1988,Belarus,BLR,0.0,28.616,479.346,115.26,0.059,0.0,335.469,0.0,0.059,0.0,0.0,958.691,958.75,Europe
1989,Belarus,BLR,0.0,28.092,463.602,121.382,0.059,0.0,314.127,0.0,0.059,0.0,0.0,927.203,927.262,Europe
1990,Belarus,BLR,0.0,24.71,465.913,129.325,0.059,0.0,311.878,0.0,0.059,0.0,0.0,931.826,931.885,Europe
1991,Belarus,BLR,0.0,23.473,464.853,135.349,0.053,0.0,306.031,0.0,0.053,0.0,0.0,929.706,929.759,Europe
1992,Belarus,BLR,0.0,19.55,403.105,157.178,0.05,0.0,226.377,0.0,0.05,0.0,0.0,806.21,806.26,Europe
1993,Belarus,BLR,0.0,16.79,337.056,145.833,0.056,0.0,174.433,0.0,0.056,0.0,0.0,674.112,674.168,Europe
1994,Belarus,BLR,0.0,11.764,281.757,127.486,0.056,0.0,142.508,0.0,0.056,0.0,0.0,563.515,563.571,Europe
1995,Belarus,BLR,0.0,11.07,250.647,115.26,0.059,0.0,124.317,0.0,0.059,0.0,0.0,501.294,501.353,Europe
1996,Belarus,BLR,0.0,13.435,257.091,121.382,0.047,0.0,122.274,0.0,0.047,0.0,0.0,514.182,514.229,Europe
1997,Belarus,BLR,0.0,14.157,260.039,138.84,0.062,0.0,107.041,0.0,0.062,0.0,0.0,520.077,520.139,Europe
1998,Belarus,BLR,0.0,12.564,254.268,140.591,0.083,0.0,101.113,0.0,0.083,0.0,0.0,508.536,508.619,Europe
1999,Belarus,BLR,0.0,11.656,247.36,143.212,0.056,0.0,92.492,0.0,0.056,0.0,0.0,494.72,494.776,Europe
2000,Belarus,BLR,0.0,11.572,254.98,151.936,0.08,0.0,91.472,0.0,0.08,0.0,0.0,509.96,510.04,Europe
2001,Belarus,BLR,0.0,8.309,247.872,151.066,0.088,0.0,88.498,0.0,0.088,0.0,0.0,495.745,495.833,Europe
2002,Belarus,BLR,0.0,7.837,256.441,155.428,0.085,0.0,93.176,0.0,0.085,0.0,0.0,512.882,512.967,Europe
2003,Belarus,BLR,0.0,7.377,254.505,152.807,0.081,0.0,94.322,0.0,0.081,0.0,0.0,509.011,509.092,Europe
2004,Belarus,BLR,0.0,7.226,284.983,185.344,0.095,0.0,92.413,0.0,0.098,0.0,0.003,569.966,570.064,Europe
2005,Belarus,BLR,0.0,7.98,284.044,190.027,0.103,0.0,86.038,0.0,0.106,0.0,0.003,568.089,568.195,Europe
2006,Belarus,BLR,0.0,7.145,302.038,193.948,0.1,0.0,100.945,0.006,0.109,0.0,0.003,604.076,604.185,Europe
2007,Belarus,BLR,0.0,8.08,294.627,194.715,0.099,0.0,91.832,0.045,0.146,0.0,0.003,589.254,589.4,Europe
2008,Belarus,BLR,0.082,7.533,298.36,199.415,0.11,0.0,91.413,0.105,0.3,0.0,0.003,596.721,597.021,Europe
2009,Belarus,BLR,0.236,7.177,282.006,169.32,0.126,0.0,105.51,0.192,0.556,0.0,0.003,564.013,564.569,Europe
2010,Belarus,BLR,0.391,7.507,305.462,207.284,0.125,0.0,90.671,0.268,0.786,0.0,0.003,610.924,611.71,Europe
2011,Belarus,BLR,0.319,9.019,299.984,192.262,0.116,0.0,98.704,0.303,0.749,0.0,0.011,599.969,600.718,Europe
2012,Belarus,BLR,0.339,9.199,324.441,194.101,0.197,0.0,121.141,0.303,0.856,0.0,0.016,648.882,649.738,Europe
2013,Belarus,BLR,0.267,9.764,293.895,192.703,0.376,0.0,91.427,0.262,0.928,0.001,0.022,587.789,588.717,Europe
2014,Belarus,BLR,0.288,9.686,294.046,191.214,0.328,0.0,93.146,0.252,0.898,0.005,0.024,588.092,588.99,Europe
2015,Belarus,BLR,0.226,8.614,266.076,178.989,0.299,0.0,78.473,0.3,0.954,0.024,0.105,532.152,533.106,Europe
2016,Belarus,BLR,0.206,9.468,271.691,177.875,0.38,0.0,84.348,0.3,1.151,0.07,0.195,543.382,544.533,Europe
2017,Belarus,BLR,0.206,9.792,275.749,182.088,1.08,0.0,83.869,0.338,2.119,0.237,0.258,551.498,553.617,Europe
2018,Belarus,BLR,0.144,14.689,305.329,193.143,0.857,0.0,97.498,0.348,1.923,0.312,0.262,610.659,612.582,Europe
2019,Belarus,BLR,0.164,15.468,306.476,191.645,0.925,0.0,99.363,0.351,2.35,0.472,0.438,612.952,615.302,Europe
2020,Belarus,BLR,0.158,9.734,282.934,177.51,1.051,0.852,95.69,0.856,2.997,0.446,0.486,566.72,569.717,Europe
2021,Belarus,BLR,0.152,9.897,288.32,187.617,0.898,14.514,90.806,0.839,2.813,0.444,0.481,591.154,593.967,Europe
2022,Belarus,BLR,0.0,10.722,282.16,184.624,0.894,11.733,86.814,0.839,2.956,0.743,0.48,576.053,579.009,Europe
1965,Belgium,BEL,0.0,222.937,412.137,0.735,0.804,0.0,188.465,0.0,0.804,0.0,0.0,824.274,825.078,Europe
1966,Belgium,BEL,0.0,203.371,396.958,1.326,0.884,0.017,192.26,0.0,0.884,0.0,0.0,793.932,794.816,Europe
1967,Belgium,BEL,0.0,199.597,416.684,5.055,0.704,0.267,212.032,0.0,0.704,0.0,0.0,833.635,834.339,Europe
1968,Belgium,BEL,0.0,206.064,464.522,12.299,0.722,0.173,246.159,0.0,0.722,0.0,0.0,929.217,929.939,Europe
1969,Belgium,BEL,0.0,200.69,510.032,25.335,0.68,0.062,284.007,0.0,0.68,0.0,0.0,1020.126,1020.806,Europe
1970,Belgium,BEL,0.0,189.134,538.702,39.752,0.727,0.162,309.816,0.0,0.727,0.0,0.0,1077.566,1078.293,Europe
1971,Belgium,BEL,0.0,156.617,528.938,54.815,0.396,0.0,317.506,0.0,0.396,0.0,0.0,1057.876,1058.272,Europe
1972,Belgium,BEL,0.0,149.583,562.169,69.113,0.532,0.031,343.472,0.0,0.532,0.0,0.0,1124.368,1124.9,Europe
1973,Belgium,BEL,0.0,125.528,569.234,83.072,0.506,0.216,360.634,0.37,0.876,0.0,0.0,1138.684,1139.56,Europe
1974,Belgium,BEL,0.0,134.267,549.308,97.357,0.71,0.42,317.684,0.345,1.054,0.0,0.0,1099.036,1100.09,Europe
1975,Belgium,BEL,0.0,100.279,497.963,96.195,0.541,19.25,301.49,0.265,0.806,0.0,0.0,1015.177,1015.983,Europe
1976,Belgium,BEL,0.0,104.504,520.598,101.611,0.322,28.477,314.482,0.182,0.504,0.0,0.0,1069.672,1070.176,Europe
1977,Belgium,BEL,0.0,105.995,515.274,99.969,0.662,33.877,309.31,0.788,1.451,0.0,0.0,1064.425,1065.876,Europe
1978,Belgium,BEL,0.0,108.544,537.719,99.125,0.659,35.506,330.051,0.83,1.489,0.0,0.0,1110.945,1112.434,Europe
1979,Belgium,BEL,0.0,120.935,557.258,108.305,0.692,32.368,328.017,1.006,1.697,0.0,0.0,1146.883,1148.58,Europe
1980,Belgium,BEL,0.0,121.915,528.719,103.632,0.822,35.608,303.173,0.958,1.78,0.0,0.0,1093.047,1094.827,Europe
1981,Belgium,BEL,0.0,126.293,499.754,95.58,1.127,36.488,277.881,0.929,2.056,0.0,0.0,1035.996,1038.052,Europe
1982,Belgium,BEL,0.0,126.491,469.302,79.686,0.985,44.447,263.125,0.147,1.132,0.0,0.0,983.051,984.183,Europe
1983,Belgium,BEL,0.0,107.94,429.504,82.809,0.994,68.401,238.756,0.07,1.064,0.0,0.0,927.41,928.474,Europe
1984,Belgium,BEL,0.0,125.179,441.641,85.451,1.038,78.721,231.012,0.077,1.115,0.0,0.0,962.004,963.119,Europe
1985,Belgium,BEL,0.0,124.827,445.17,85.864,0.849,98.181,234.479,0.169,1.018,0.0,0.0,988.521,989.539,Europe
1986,Belgium,BEL,0.0,106.509,448.549,77.095,1.014,111.781,264.944,0.38,1.394,0.0,0.0,1008.878,1010.272,Europe
1987,Belgium,BEL,0.0,105.993,457.858,85.016,1.269,119.082,266.848,0.453,1.74,0.0,0.018,1034.797,1036.537,Europe
1988,Belgium,BEL,0.0,107.108,466.242,83.906,1.062,122.303,275.227,0.575,1.66,0.0,0.024,1054.786,1056.446,Europe
1989,Belgium,BEL,0.0,112.535,476.084,93.244,0.902,116.954,270.306,0.61,1.532,0.0,0.021,1069.123,1070.655,Europe
1990,Belgium,BEL,0.0,123.632,498.421,95.699,0.787,121.224,279.091,0.9,1.707,0.0,0.021,1118.067,1119.774,Europe
1991,Belgium,BEL,0.0,118.261,519.606,102.078,0.677,121.619,299.267,0.954,1.655,0.0,0.024,1160.831,1162.486,Europe
1992,Belgium,BEL,0.0,105.84,516.315,105.201,1.008,123.307,305.273,0.852,1.887,0.0,0.027,1155.936,1157.823,Europe
1993,Belgium,BEL,0.0,100.259,510.658,110.093,0.751,118.968,300.306,0.782,1.557,0.0,0.024,1140.284,1141.841,Europe
1994,Belgium,BEL,0.0,107.766,546.805,112.576,1.023,115.271,326.463,0.782,1.832,0.0,0.027,1208.881,1210.713,Europe
1995,Belgium,BEL,0.0,102.929,552.721,124.525,0.999,117.348,325.266,1.025,2.051,0.0,0.027,1222.789,1224.84,Europe
1996,Belgium,BEL,0.0,98.508,589.182,138.421,0.707,122.967,352.254,1.002,1.733,0.0,0.024,1301.332,1303.065,Europe
1997,Belgium,BEL,0.0,91.962,584.938,132.045,0.902,134.521,360.931,0.878,1.803,0.0,0.024,1304.397,1306.2,Europe
1998,Belgium,BEL,0.0,91.477,602.064,144.644,1.15,130.994,365.943,1.146,2.329,0.0,0.033,1335.122,1337.451,Europe
1999,Belgium,BEL,0.0,80.152,588.424,154.46,1.008,139.086,353.812,1.583,2.63,0.0,0.038,1315.934,1318.564,Europe
2000,Belgium,BEL,0.0,88.684,603.482,155.263,1.36,136.646,359.535,1.813,3.221,0.0,0.047,1343.61,1346.831,Europe
2001,Belgium,BEL,0.0,84.474,602.887,153.376,1.296,130.662,365.036,1.906,3.31,0.0,0.109,1336.435,1339.745,Europe
2002,Belgium,BEL,0.0,72.416,597.305,158.325,1.051,132.651,366.563,2.302,3.519,0.0,0.166,1327.26,1330.779,Europe
2003,Belgium,BEL,0.0,70.049,626.13,168.666,0.716,131.853,387.416,2.736,3.707,0.0,0.255,1384.114,1387.821,Europe
2004,Belgium,BEL,0.0,65.154,629.156,171.88,0.913,130.828,392.122,3.31,4.636,0.003,0.409,1389.14,1393.776,Europe
2005,Belgium,BEL,0.0,59.866,618.787,168.935,0.825,130.778,389.986,5.076,6.553,0.003,0.65,1368.352,1374.905,Europe
2006,Belgium,BEL,0.0,59.077,621.708,173.889,1.022,127.361,388.743,7.103,9.171,0.006,1.041,1370.778,1379.949,Europe
2007,Belgium,BEL,0.0,53.987,621.806,175.19,1.1,130.858,392.629,8.3,10.805,0.017,1.388,1374.47,1385.275,Europe
