year,country,iso_code,biofuel_consumption,coal_consumption,fossil_fuel_consumption,gas_consumption,hydro_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,renewables_consumption,solar_consumption,wind_consumption,non_renewables_consumption,total_consumption,continents
1966,Sri Lanka,LKA,0.0,0.0,0.0,0.0,1.18,0.0,9.601,0.0,1.18,0.0,0.0,9.601,10.781,Asia
1967,Sri Lanka,LKA,0.0,0.0,0.0,0.0,1.212,0.0,9.834,0.0,1.212,0.0,0.0,9.834,11.046,Asia
1968,Sri Lanka,LKA,0.0,0.0,0.0,0.0,1.402,0.0,10.081,0.0,1.402,0.0,0.0,10.081,11.483,Asia
1969,Sri Lanka,LKA,0.0,0.0,0.0,0.0,1.623,0.0,10.304,0.0,1.623,0.0,0.0,10.304,11.927,Asia
1970,Sri Lanka,LKA,0.0,0.0,0.0,0.0,2.189,0.0,17.575,0.0,2.189,0.0,0.0,17.575,19.764,Asia
1971,Sri Lanka,LKA,0.0,0.0,0.0,0.0,2.441,0.0,17.69,0.0,2.441,0.0,0.0,17.69,20.131,Asia
1972,Sri Lanka,LKA,0.0,0.0,0.0,0.0,2.505,0.0,18.612,0.0,2.505,0.0,0.0,18.612,21.117,Asia
1973,Sri Lanka,LKA,0.0,0.0,0.0,0.0,2.057,0.0,19.797,0.0,2.057,0.0,0.0,19.797,21.854,Asia
1974,Sri Lanka,LKA,0.0,0.0,0.0,0.0,2.95,0.0,15.812,0.0,2.95,0.0,0.0,15.812,18.762,Asia
1975,Sri Lanka,LKA,0.0,0.0,0.0,0.0,3.183,0.0,16.392,0.0,3.183,0.0,0.0,16.392,19.575,Asia
1976,Sri Lanka,LKA,0.0,0.005,0.0,0.0,3.281,0.0,15.962,0.0,3.281,0.0,0.0,15.967,19.248,Asia
1977,Sri Lanka,LKA,0.0,0.029,0.0,0.0,3.589,0.0,17.061,0.0,3.589,0.0,0.0,17.09,20.679,Asia
1978,Sri Lanka,LKA,0.0,0.03,0.0,0.0,4.04,0.0,17.617,0.0,4.04,0.0,0.0,17.647,21.687,Asia
1979,Sri Lanka,LKA,0.0,0.02,0.0,0.0,4.323,0.0,18.468,0.0,4.323,0.0,0.0,18.488,22.811,Asia
1980,Sri Lanka,LKA,0.0,0.027,0.0,0.0,4.377,0.0,18.61,0.0,4.377,0.0,0.0,18.637,23.014,Asia
1981,Sri Lanka,LKA,0.0,0.015,0.0,0.0,4.647,0.0,19.501,0.0,4.647,0.0,0.0,19.516,24.163,Asia
1982,Sri Lanka,LKA,0.0,0.207,0.0,0.0,4.754,0.0,21.07,0.0,4.754,0.0,0.0,21.277,26.031,Asia
1983,Sri Lanka,LKA,0.0,0.208,0.0,0.0,3.599,0.0,21.866,0.0,3.599,0.0,0.0,22.074,25.673,Asia
1984,Sri Lanka,LKA,0.0,0.404,0.0,0.0,6.187,0.0,20.624,0.0,6.187,0.0,0.0,21.028,27.215,Asia
1985,Sri Lanka,LKA,0.0,0.245,0.0,0.0,7.084,0.0,18.367,0.0,7.084,0.0,0.0,18.612,25.696,Asia
1986,Sri Lanka,LKA,0.0,0.092,0.0,0.0,7.822,0.0,19.134,0.0,7.822,0.0,0.0,19.226,27.048,Asia
1987,Sri Lanka,LKA,0.0,0.086,0.0,0.0,6.437,0.0,21.29,0.0,6.437,0.0,0.0,21.376,27.813,Asia
1988,Sri Lanka,LKA,0.0,0.044,0.0,0.0,7.678,0.0,19.794,0.0,7.678,0.0,0.0,19.838,27.516,Asia
1989,Sri Lanka,LKA,0.0,0.005,0.0,0.0,8.283,0.0,18.507,0.0,8.283,0.0,0.0,18.512,26.795,Asia
1990,Sri Lanka,LKA,0.0,0.0,0.0,0.0,9.299,0.0,20.588,0.0,9.299,0.0,0.0,20.588,29.887,Asia
1991,Sri Lanka,LKA,0.0,0.007,0.0,0.0,9.216,0.0,20.604,0.0,9.216,0.0,0.0,20.611,29.827,Asia
1992,Sri Lanka,LKA,0.0,0.007,0.0,0.0,8.575,0.0,23.417,0.0,8.575,0.0,0.0,23.424,31.999,Asia
1993,Sri Lanka,LKA,0.0,0.004,0.0,0.0,11.225,0.0,23.672,0.0,11.225,0.0,0.0,23.676,34.901,Asia
1994,Sri Lanka,LKA,0.0,0.004,0.0,0.0,12.091,0.0,25.714,0.0,12.091,0.0,0.0,25.718,37.809,Asia
1995,Sri Lanka,LKA,0.0,0.012,0.0,0.0,13.348,0.0,27.378,0.0,13.348,0.0,0.0,27.39,40.738,Asia
1996,Sri Lanka,LKA,0.0,0.002,0.0,0.0,9.616,0.0,33.237,0.0,9.616,0.0,0.0,33.239,42.855,Asia
1997,Sri Lanka,LKA,0.0,0.0,0.0,0.0,10.194,0.0,34.04,0.0,10.194,0.0,0.0,34.04,44.234,Asia
1998,Sri Lanka,LKA,0.0,0.002,0.0,0.0,11.576,0.0,35.577,0.0,11.576,0.0,0.0,35.579,47.155,Asia
1999,Sri Lanka,LKA,0.0,0.0,0.0,0.0,12.353,0.0,38.356,0.0,12.363,0.0,0.01,38.356,50.719,Asia
2000,Sri Lanka,LKA,0.0,0.004,0.0,0.0,9.475,0.0,44.057,0.0,9.486,0.001,0.01,44.061,53.547,Asia
2001,Sri Lanka,LKA,0.0,0.001,0.0,0.0,9.16,0.0,42.859,0.0,9.172,0.003,0.01,42.86,52.032,Asia
2002,Sri Lanka,LKA,0.0,0.127,0.0,0.0,7.882,0.0,45.486,0.0,7.897,0.004,0.011,45.613,53.51,Asia
2003,Sri Lanka,LKA,0.0,0.695,0.0,0.0,9.625,0.0,44.725,0.0,9.642,0.007,0.01,45.42,55.062,Asia
2004,Sri Lanka,LKA,0.0,0.183,0.0,0.0,8.556,0.0,44.749,0.0,8.575,0.01,0.008,44.932,53.507,Asia
2005,Sri Lanka,LKA,0.0,0.679,0.0,0.0,9.906,0.0,51.173,0.007,9.933,0.013,0.007,51.852,61.785,Asia
2006,Sri Lanka,LKA,0.0,0.51,0.0,0.0,13.212,0.0,52.585,0.006,13.24,0.015,0.007,53.095,66.335,Asia
2007,Sri Lanka,LKA,0.0,0.497,56.226,0.0,11.187,0.0,55.729,0.004,11.214,0.017,0.007,112.452,123.666,Asia
2008,Sri Lanka,LKA,0.0,0.67,0.0,0.0,11.631,0.0,51.229,0.018,11.677,0.018,0.009,51.899,63.576,Asia
2009,Sri Lanka,LKA,0.0,0.682,0.0,0.0,10.867,0.0,52.809,0.073,10.969,0.019,0.01,53.491,64.46,Asia
2010,Sri Lanka,LKA,0.0,0.697,0.0,0.0,15.667,0.0,52.981,0.104,15.938,0.02,0.148,53.678,69.616,Asia
2011,Sri Lanka,LKA,0.0,3.479,0.0,0.0,12.645,0.0,59.077,0.101,13.023,0.024,0.253,62.556,75.579,Asia
2012,Sri Lanka,LKA,0.0,5.303,0.0,0.0,9.054,0.0,63.094,0.071,9.555,0.027,0.403,68.397,77.952,Asia
2013,Sri Lanka,LKA,0.0,5.579,0.0,0.0,18.885,0.0,53.987,0.084,19.648,0.039,0.639,59.566,79.214,Asia
2014,Sri Lanka,LKA,0.0,10.707,0.0,0.0,12.361,0.0,61.107,0.132,13.307,0.076,0.738,71.814,85.121,Asia
2015,Sri Lanka,LKA,0.0,14.409,0.0,0.0,16.104,0.0,63.772,0.183,17.342,0.131,0.924,78.181,95.523,Asia
2016,Sri Lanka,LKA,0.0,15.254,0.0,0.0,11.328,0.0,76.56,0.23,12.703,0.222,0.923,91.814,104.517,Asia
2017,Sri Lanka,LKA,0.0,15.801,0.0,0.0,10.729,0.0,73.33,0.214,12.516,0.598,0.976,89.131,101.647,Asia
2018,Sri Lanka,LKA,0.0,15.27,0.0,0.0,16.963,0.0,71.022,0.278,18.954,0.85,0.863,86.292,105.246,Asia
2019,Sri Lanka,LKA,0.0,16.297,0.0,0.0,12.684,0.0,76.084,0.375,15.296,1.319,0.918,92.381,107.677,Asia
2020,Sri Lanka,LKA,0.0,19.583,0.0,0.0,13.069,0.0,69.89,0.312,15.912,1.611,0.92,89.473,105.385,Asia
2021,Sri Lanka,LKA,0.0,18.784,0.0,0.0,18.778,0.0,64.876,0.311,22.693,2.318,1.287,83.66,106.353,Asia
2022,Sri Lanka,LKA,0.0,16.956,0.0,0.0,18.577,0.0,55.15,0.311,22.812,2.642,1.282,72.106,94.918,Asia
1965,Sweden,SWE,0.0,25.927,0.0,0.0,137.272,0.051,229.703,0.0,137.272,0.0,0.0,255.681,392.953,Europe
1966,Sweden,SWE,0.0,24.74,0.0,0.0,134.51,0.128,259.657,0.0,134.51,0.0,0.0,284.525,419.035,Europe
1967,Sweden,SWE,0.0,24.557,0.0,0.0,145.738,0.142,258.78,0.0,145.738,0.0,0.0,283.479,429.217,Europe
1968,Sweden,SWE,0.0,21.454,0.0,0.0,144.121,0.065,292.71,0.0,144.121,0.0,0.0,314.229,458.35,Europe
1969,Sweden,SWE,0.0,20.949,0.0,0.0,123.691,0.173,313.515,0.0,123.691,0.0,0.0,334.637,458.328,Europe
1970,Sweden,SWE,0.0,22.13,0.0,0.0,122.683,0.159,341.142,0.415,123.098,0.0,0.0,363.431,486.529,Europe
1971,Sweden,SWE,0.0,19.949,0.0,0.0,153.799,0.255,320.807,0.511,154.31,0.0,0.0,341.011,495.321,Europe
1972,Sweden,SWE,0.0,17.14,0.0,0.0,158.917,4.157,329.285,0.721,159.639,0.0,0.0,350.582,510.221,Europe
1973,Sweden,SWE,0.0,18.945,0.0,0.0,177.041,5.99,336.592,1.274,178.315,0.0,0.0,361.527,539.842,Europe
1974,Sweden,SWE,0.0,20.93,0.0,0.0,169.332,5.828,302.318,1.14,170.472,0.0,0.0,329.076,499.548,Europe
1975,Sweden,SWE,0.0,22.575,0.0,0.0,170.465,33.962,301.485,0.99,171.454,0.0,0.0,358.022,529.476,Europe
1976,Sweden,SWE,0.0,21.671,0.0,0.0,162.138,45.38,332.426,1.13,163.268,0.0,0.0,399.477,562.745,Europe
1977,Sweden,SWE,0.0,17.202,0.0,0.0,158.184,56.503,322.33,1.149,159.333,0.0,0.0,396.035,555.368,Europe
1978,Sweden,SWE,0.0,17.646,0.0,0.0,170.775,67.479,389.062,0.881,171.656,0.0,0.0,474.187,645.843,Europe
1979,Sweden,SWE,0.0,20.847,0.0,0.0,180.613,59.698,418.846,1.108,181.721,0.0,0.0,499.391,681.112,Europe
1980,Sweden,SWE,0.0,19.869,0.0,0.0,174.072,75.16,369.626,2.302,176.374,0.0,0.0,464.655,641.029,Europe
1981,Sweden,SWE,0.0,17.085,0.0,0.0,176.689,106.915,332.458,2.94,179.629,0.0,0.0,456.458,636.087,Europe
1982,Sweden,SWE,0.0,19.01,0.0,0.0,162.83,110.791,309.068,3.199,166.028,0.0,0.0,438.869,604.897,Europe
1983,Sweden,SWE,0.0,23.823,0.0,0.0,187.899,116.349,268.659,4.619,192.527,0.0,0.009,408.831,601.358,Europe
1984,Sweden,SWE,0.0,28.747,0.0,0.0,200.797,144.503,256.706,5.899,206.711,0.0,0.015,429.956,636.667,Europe
1985,Sweden,SWE,0.0,33.841,309.777,0.714,209.911,166.168,275.222,5.752,215.681,0.0,0.018,785.722,1001.403,Europe
1986,Sweden,SWE,0.0,36.079,331.904,1.88,180.178,198.487,293.945,6.321,186.517,0.0,0.018,862.295,1048.812,Europe
1987,Sweden,SWE,0.0,35.624,291.923,2.511,212.471,191.206,253.788,6.254,218.743,0.0,0.018,775.052,993.795,Europe
1988,Sweden,SWE,0.0,34.972,275.764,3.229,206.643,196.992,237.564,6.515,213.173,0.0,0.015,748.521,961.694,Europe
1989,Sweden,SWE,0.0,32.973,265.51,4.318,212.164,186.149,228.219,6.988,219.166,0.0,0.015,717.169,936.335,Europe
1990,Sweden,SWE,0.0,34.457,268.207,6.01,214.408,193.476,227.74,6.202,220.629,0.0,0.018,729.89,950.519,Europe
1991,Sweden,SWE,0.0,33.637,236.28,6.421,187.027,217.81,196.223,5.938,193.003,0.0,0.038,690.371,883.374,Europe
1992,Sweden,SWE,0.0,31.321,245.258,7.247,219.894,180.307,206.689,6.416,226.402,0.0,0.092,670.822,897.224,Europe
1993,Sweden,SWE,0.0,31.889,242.931,7.909,220.73,174.209,203.132,6.93,227.817,0.003,0.154,660.07,887.887,Europe
1994,Sweden,SWE,0.0,32.364,255.369,7.852,174.749,207.581,215.152,7.115,182.089,0.003,0.222,718.318,900.407,Europe
1995,Sweden,SWE,0.0,32.364,244.808,7.86,201.359,198.442,204.584,7.514,209.187,0.003,0.31,688.058,897.245,Europe
1996,Sweden,SWE,0.0,35.842,263.055,8.422,152.995,210.754,218.79,6.761,160.184,0.003,0.426,736.863,897.047,Europe
1997,Sweden,SWE,0.0,30.626,244.283,8.32,204.198,198.422,205.338,8.852,213.653,0.003,0.6,686.989,900.642,Europe
1998,Sweden,SWE,0.0,30.833,270.739,8.246,221.014,208.793,231.66,8.874,230.802,0.003,0.911,750.271,981.073,Europe
1999,Sweden,SWE,0.0,29.473,260.339,8.264,211.99,207.672,222.603,8.609,221.66,0.003,1.059,728.351,950.011,Europe
2000,Sweden,SWE,0.0,29.838,230.027,8.082,232.372,162.635,192.107,13.082,246.808,0.003,1.351,622.689,869.497,Europe
2001,Sweden,SWE,0.0,32.334,236.864,9.118,232.264,203.282,195.412,12.057,245.743,0.006,1.416,677.01,922.753,Europe
2002,Sweden,SWE,0.0,34.722,242.443,9.279,193.688,190.772,198.442,13.327,208.796,0.006,1.775,675.658,884.454,Europe
2003,Sweden,SWE,0.0,34.043,255.924,9.253,155.273,187.612,212.628,14.397,171.644,0.006,1.969,699.46,871.104,Europe
2004,Sweden,SWE,0.0,35.025,247.829,9.212,174.594,214.778,203.592,22.987,200.036,0.006,2.449,710.436,910.472,Europe
2005,Sweden,SWE,1.687,32.015,244.637,8.777,207.321,199.734,203.844,23.909,235.613,0.006,2.69,689.007,924.62,Europe
2006,Sweden,SWE,1.976,35.35,250.074,9.189,175.321,182.877,205.535,26.684,206.799,0.006,2.812,683.025,889.824,Europe
2007,Sweden,SWE,2.171,32.938,243.037,9.483,187.103,181.713,200.617,31.398,224.728,0.008,4.048,667.788,892.516,Europe
2008,Sweden,SWE,3.626,32.947,231.017,8.61,194.68,172.278,189.46,32.998,236.937,0.011,5.622,634.312,871.249,Europe
2009,Sweden,SWE,3.298,23.227,217.044,11.495,183.033,139.817,182.322,36.584,229.889,0.02,6.955,573.905,803.794,Europe
2010,Sweden,SWE,5.45,32.031,229.477,15.468,186.451,153.754,181.978,38.917,240.521,0.025,9.677,612.708,853.229,Europe
2011,Sweden,SWE,6.363,28.601,209.541,12.217,185.005,160.09,168.723,36.827,245.086,0.036,16.856,579.172,824.258,Europe
2012,Sweden,SWE,7.477,24.529,201.408,10.651,216.447,168.491,166.228,38.926,282.548,0.052,19.646,571.307,853.855,Europe
2013,Sweden,SWE,7.418,25.037,199.35,10.236,167.235,173.804,164.076,36.551,238.123,0.095,26.824,572.503,810.626,Europe
2014,Sweden,SWE,9.884,23.485,192.473,8.404,172.74,168.656,160.583,34.144,247.33,0.127,30.434,553.601,800.931,Europe
2015,Sweden,SWE,11.865,23.468,190.277,9.336,202.814,145.613,157.473,34.364,293.261,0.261,43.957,526.167,819.428,Europe
2016,Sweden,SWE,15.388,23.029,195.602,9.989,166.334,162.098,162.584,36.669,260.213,0.383,41.439,553.302,813.515,Europe
2017,Sweden,SWE,17.422,22.97,193.498,9.616,173.151,167.772,160.912,38.549,276.596,0.612,46.862,554.768,831.364,Europe
2018,Sweden,SWE,16.489,23.032,186.873,10.169,164.426,174.034,153.672,38.029,263.942,1.034,43.963,547.78,811.722,Europe
2019,Sweden,SWE,17.033,22.853,197.686,10.202,172.122,167.273,164.631,41.614,284.831,1.748,52.315,562.645,847.476,Europe
2020,Sweden,SWE,15.52,18.932,175.83,9.919,189.844,123.988,146.979,35.679,316.053,2.718,72.292,475.648,791.701,Europe
2021,Sweden,SWE,18.291,19.137,168.961,10.648,193.095,132.993,139.176,41.76,328.024,3.943,70.934,470.915,798.939,Europe
2022,Sweden,SWE,20.695,20.315,166.203,7.36,181.871,128.951,138.528,42.56,337.035,6.861,85.048,461.357,798.392,Europe
1965,Switzerland,CHE,0.0,14.833,0.0,0.0,71.255,0.0,96.38,0.0,71.255,0.0,0.0,111.213,182.468,Europe
1966,Switzerland,CHE,0.0,12.264,0.0,0.0,81.372,0.0,102.468,0.0,81.372,0.0,0.0,114.732,196.104,Europe
1967,Switzerland,CHE,0.0,10.344,0.0,0.0,88.267,0.0,110.832,0.0,88.267,0.0,0.0,121.176,209.443,Europe
1968,Switzerland,CHE,0.0,9.778,132.71,0.0,87.277,0.0,122.933,0.0,87.277,0.0,0.0,265.421,352.698,Europe
1969,Switzerland,CHE,0.0,8.844,142.53,0.002,83.521,1.518,133.683,0.0,83.521,0.0,0.0,286.577,370.098,Europe
1970,Switzerland,CHE,0.0,7.589,157.791,0.385,86.263,5.011,149.818,0.0,86.263,0.0,0.0,320.594,406.857,Europe
1971,Switzerland,CHE,0.0,5.125,165.035,0.93,85.882,3.947,158.98,0.0,85.882,0.0,0.0,334.017,419.899,Europe
1972,Switzerland,CHE,0.0,4.336,168.506,1.18,71.66,10.896,162.989,0.0,71.66,0.0,0.0,347.907,419.567,Europe
1973,Switzerland,CHE,0.0,4.117,181.13,1.597,78.616,17.905,175.416,0.0,78.616,0.0,0.0,380.165,458.781,Europe
1974,Switzerland,CHE,0.0,3.55,163.022,3.365,82.353,20.053,156.107,0.0,82.353,0.0,0.0,346.097,428.45,Europe
1975,Switzerland,CHE,0.0,2.661,158.197,5.42,95.321,22.022,150.116,0.0,95.321,0.0,0.0,338.416,433.737,Europe
1976,Switzerland,CHE,0.0,2.5,164.174,5.657,76.436,22.527,156.016,0.0,76.436,0.0,0.0,350.874,427.31,Europe
1977,Switzerland,CHE,0.0,2.917,166.201,6.46,103.169,23.024,156.825,0.0,103.169,0.0,0.0,355.427,458.596,Europe
1978,Switzerland,CHE,0.0,2.625,170.532,7.087,93.324,23.821,160.819,0.313,93.637,0.0,0.0,364.884,458.521,Europe
1979,Switzerland,CHE,0.0,2.714,164.8,7.95,87.776,33.497,154.136,0.916,88.693,0.0,0.0,363.097,451.79,Europe
1980,Switzerland,CHE,0.0,3.972,167.062,9.07,98.905,40.707,154.02,0.552,99.457,0.0,0.0,374.831,474.288,Europe
1981,Switzerland,CHE,0.0,5.875,158.184,9.785,103.864,43.499,142.524,1.392,105.256,0.0,0.0,359.867,465.123,Europe
1982,Switzerland,CHE,0.0,5.197,150.19,10.335,106.367,42.94,134.658,1.245,107.612,0.0,0.0,343.32,450.932,Europe
1983,Switzerland,CHE,0.0,4.536,163.233,11.362,103.68,44.577,147.335,1.264,104.945,0.0,0.0,371.043,475.988,Europe
1984,Switzerland,CHE,0.0,5.828,161.129,12.672,88.396,52.324,142.628,1.178,89.574,0.0,0.0,374.581,464.155,Europe
1985,Switzerland,CHE,0.0,5.853,164.27,13.267,94.778,63.563,145.15,1.165,95.943,0.0,0.0,392.103,488.046,Europe
1986,Switzerland,CHE,0.0,5.036,177.472,13.587,97.301,63.629,158.848,1.462,98.763,0.0,0.0,418.572,517.335,Europe
1987,Switzerland,CHE,0.0,4.686,168.879,14.568,102.533,64.818,149.626,1.631,104.164,0.0,0.0,402.577,506.741,Europe
1988,Switzerland,CHE,0.0,4.0,168.731,14.67,105.846,64.223,150.061,1.638,107.483,0.0,0.0,401.685,509.168,Europe
1989,Switzerland,CHE,0.0,4.136,164.084,15.955,88.044,64.346,143.993,1.689,89.733,0.0,0.0,392.514,482.247,Europe
1990,Switzerland,CHE,0.0,4.136,175.511,17.077,88.112,66.601,154.298,1.398,89.513,0.003,0.0,417.623,507.136,Europe
1991,Switzerland,CHE,0.0,3.514,179.636,19.17,94.861,64.677,156.952,1.392,96.258,0.006,0.0,423.949,520.207,Europe
1992,Switzerland,CHE,0.0,2.433,181.721,20.15,96.704,66.072,159.138,1.548,98.261,0.009,0.0,429.514,527.775,Europe
1993,Switzerland,CHE,0.0,2.039,172.293,21.14,105.805,65.797,149.114,1.567,107.384,0.012,0.0,410.383,517.767,Europe
1994,Switzerland,CHE,0.0,2.064,177.018,20.853,115.537,68.65,154.102,1.756,117.308,0.015,0.0,422.687,539.995,Europe
1995,Switzerland,CHE,0.0,2.214,167.994,22.98,104.002,70.149,142.8,1.832,105.852,0.018,0.0,406.137,511.989,Europe
1996,Switzerland,CHE,0.0,1.656,174.455,24.875,85.007,70.845,147.924,1.96,86.991,0.021,0.003,419.755,506.746,Europe
1997,Switzerland,CHE,0.0,1.275,180.916,24.015,100.675,71.598,155.626,2.1,102.802,0.021,0.006,433.43,536.232,Europe
1998,Switzerland,CHE,0.0,1.058,183.323,24.72,98.986,72.784,157.545,2.199,101.218,0.024,0.009,439.43,540.648,Europe
1999,Switzerland,CHE,0.0,1.1,182.433,28.458,118.304,70.26,152.874,2.391,120.733,0.03,0.009,435.125,555.858,Europe
2000,Switzerland,CHE,0.0,1.603,178.189,28.3,108.928,74.519,148.286,2.659,111.628,0.033,0.009,430.897,542.525,Europe
2001,Switzerland,CHE,0.0,1.675,189.826,29.456,121.398,75.056,158.696,2.796,124.244,0.038,0.012,454.709,578.953,Europe
2002,Switzerland,CHE,0.0,1.544,180.875,28.911,102.661,75.748,150.42,2.902,105.621,0.044,0.015,437.498,543.119,Europe
2003,Switzerland,CHE,0.0,1.586,178.532,30.558,100.829,75.963,146.388,2.969,103.864,0.052,0.015,433.027,536.891,Europe
2004,Switzerland,CHE,0.0,1.506,178.707,31.525,97.261,74.026,145.677,3.096,100.426,0.052,0.017,431.441,531.867,Europe
2005,Switzerland,CHE,0.0,1.678,182.344,32.364,89.424,63.689,148.302,3.243,92.75,0.06,0.023,428.377,521.127,Europe
2006,Switzerland,CHE,0.0,1.811,185.275,31.469,88.099,75.429,151.995,3.623,91.833,0.068,0.043,445.979,537.812,Europe
2007,Switzerland,CHE,0.0,2.028,169.776,30.642,99.683,75.243,137.107,3.764,103.574,0.082,0.045,414.796,518.37,Europe
2008,Switzerland,CHE,0.051,1.822,180.61,32.647,101.273,74.174,146.141,3.923,105.405,0.104,0.053,435.394,540.799,Europe
2009,Switzerland,CHE,0.059,1.719,181.505,31.336,99.776,73.68,148.449,3.923,103.973,0.151,0.064,436.689,540.662,Europe
2010,Switzerland,CHE,0.093,1.725,174.499,35.003,100.099,70.665,137.772,4.06,104.616,0.261,0.103,419.664,524.28,Europe
2011,Switzerland,CHE,0.1,1.594,166.271,31.047,89.362,71.223,133.629,4.421,94.54,0.463,0.193,403.764,498.304,Europe
2012,Switzerland,CHE,0.113,1.436,171.605,34.033,105.85,67.427,136.135,4.874,111.899,0.82,0.241,410.636,522.535,Europe
2013,Switzerland,CHE,0.123,1.547,179.884,35.842,104.832,68.469,142.495,5.13,111.694,1.363,0.245,428.237,539.931,Europe
2014,Switzerland,CHE,0.25,1.583,160.375,31.047,103.054,72.161,127.744,5.334,111.193,2.281,0.274,392.91,504.103,Europe
2015,Switzerland,CHE,0.581,1.447,163.956,33.172,103.038,60.102,129.336,5.111,112.039,3.013,0.296,388.013,500.052,Europe
2016,Switzerland,CHE,0.931,1.331,158.405,34.85,92.7,54.717,122.225,5.507,102.998,3.568,0.292,371.528,474.526,Europe
2017,Switzerland,CHE,1.478,1.281,161.515,34.997,90.738,52.417,125.237,5.867,102.916,4.479,0.354,375.447,478.363,Europe
2018,Switzerland,CHE,1.898,1.192,155.097,33.197,91.566,61.983,120.709,5.781,104.715,5.146,0.323,372.178,476.893,Europe
2019,Switzerland,CHE,2.081,1.058,158.492,34.058,99.202,63.945,123.376,5.944,113.353,5.741,0.385,380.929,494.282,Europe
2020,Switzerland,CHE,2.072,1.017,137.082,33.147,98.39,57.939,102.918,6.282,113.951,6.826,0.381,332.103,446.054,Europe
2021,Switzerland,CHE,1.829,1.028,140.459,36.042,95.691,46.528,103.389,6.384,111.722,7.437,0.382,327.446,439.168,Europe
2022,Switzerland,CHE,1.817,1.028,137.261,29.644,77.08,57.824,106.589,7.399,96.416,9.723,0.397,332.346,428.762,Europe
1965,Taiwan,TWN,0.0,34.716,62.711,2.307,7.647,0.0,25.688,0.0,7.647,0.0,0.0,125.422,133.069,Asia
1966,Taiwan,TWN,0.0,34.529,67.508,2.589,7.869,0.0,30.389,0.0,7.869,0.0,0.0,135.015,142.884,Asia
1967,Taiwan,TWN,0.0,35.041,74.479,3.345,7.789,0.0,36.093,0.0,7.789,0.0,0.0,148.958,156.747,Asia
1968,Taiwan,TWN,0.0,35.32,83.082,4.715,11.426,0.0,43.046,0.0,11.426,0.0,0.0,166.163,177.589,Asia
1969,Taiwan,TWN,0.0,32.424,89.898,5.924,9.025,0.0,51.549,0.0,9.025,0.0,0.0,179.795,188.82,Asia
1970,Taiwan,TWN,0.0,31.68,99.206,5.62,8.472,0.0,61.906,0.0,8.472,0.0,0.0,198.412,206.884,Asia
1971,Taiwan,TWN,0.0,28.133,126.081,11.298,9.14,0.0,86.651,0.0,9.14,0.0,0.0,252.163,261.303,Asia
1972,Taiwan,TWN,0.0,26.796,133.719,13.152,10.752,0.0,93.771,0.0,10.752,0.0,0.0,267.438,278.19,Asia
1973,Taiwan,TWN,0.0,23.981,158.784,15.178,10.051,0.0,119.625,0.0,10.051,0.0,0.0,317.568,327.619,Asia
1974,Taiwan,TWN,0.0,24.411,147.771,15.976,13.913,0.0,107.383,0.0,13.913,0.0,0.0,295.541,309.454,Asia
1975,Taiwan,TWN,0.0,22.26,162.564,15.862,15.557,0.0,124.442,0.0,15.557,0.0,0.0,325.128,340.685,Asia
1976,Taiwan,TWN,0.0,23.574,204.223,19.747,12.662,0.0,160.902,0.0,12.662,0.0,0.0,408.446,421.108,Asia
1977,Taiwan,TWN,0.0,26.993,225.827,20.841,11.896,0.281,177.993,0.0,11.896,0.0,0.0,451.935,463.831,Asia
1978,Taiwan,TWN,0.0,29.784,258.906,20.529,14.684,7.576,208.592,0.0,14.684,0.0,0.0,525.387,540.071,Asia
1979,Taiwan,TWN,0.0,37.6,267.007,19.817,13.505,17.959,209.59,0.0,13.505,0.0,0.0,551.973,565.478,Asia
1980,Taiwan,TWN,0.0,44.485,282.753,20.5,8.652,23.265,217.768,0.0,8.652,0.0,0.0,588.771,597.423,Asia
1981,Taiwan,TWN,0.0,41.054,250.233,17.468,14.167,30.271,191.71,0.0,14.167,0.0,0.0,530.736,544.903,Asia
1982,Taiwan,TWN,0.0,48.154,277.726,13.359,14.138,37.127,216.213,0.024,14.162,0.0,0.0,592.579,606.741,Asia
1983,Taiwan,TWN,0.0,65.0,295.536,13.855,14.749,53.64,216.681,0.013,14.762,0.0,0.0,644.712,659.474,Asia
1984,Taiwan,TWN,0.0,75.408,296.902,13.942,12.967,69.771,207.552,0.01,12.977,0.0,0.0,663.575,676.552,Asia
1985,Taiwan,TWN,0.0,79.881,298.077,12.499,17.745,81.513,205.697,0.008,17.754,0.0,0.0,677.667,695.421,Asia
1986,Taiwan,TWN,0.0,97.248,337.841,11.388,18.126,76.445,229.205,0.013,18.139,0.0,0.0,752.127,770.266,Asia
1987,Taiwan,TWN,0.0,105.215,357.793,11.518,16.29,94.002,241.06,0.008,16.298,0.0,0.0,809.588,825.886,Asia
1988,Taiwan,TWN,0.0,121.934,416.218,13.138,13.821,86.973,281.146,0.009,13.829,0.0,0.0,919.409,933.238,Asia
1989,Taiwan,TWN,0.0,127.185,453.496,13.236,14.381,80.234,313.075,0.623,15.004,0.0,0.0,987.226,1002.23,Asia
1990,Taiwan,TWN,0.0,125.66,471.779,21.243,18.869,93.258,324.876,0.675,19.544,0.0,0.0,1036.816,1056.36,Asia
1991,Taiwan,TWN,0.0,137.641,505.815,30.851,11.395,100.136,337.323,0.776,12.171,0.0,0.0,1111.766,1123.937,Asia
